drug_name,section_id,reaction_string,meddra_pt,meddra_pt_id,meddra_llt,meddra_llt_id,section_name,section,str,discontinuous_term,negated_term,meddra_exact_term
XEOMIN,S1,respiratory tract infection,Respiratory tract infection,10062352.0,,,adverse reactions,S1,respiratory tract infection,0,0,1
XEOMIN,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
XEOMIN,S1,dysphagia,Dysphagia,10013950.0,,,adverse reactions,S1,dysphagia,0,0,1
XEOMIN,S1,neck pain,Neck pain,10028836.0,,,adverse reactions,S1,neck pain,0,0,1
XEOMIN,S1,muscle weakness,Muscular weakness,10028372.0,Muscle weakness,10028350.0,adverse reactions,S1,muscle weakness,0,0,1
XEOMIN,S1,injection site pain,Injection site pain,10022086.0,,,adverse reactions,S1,injection site pain,0,0,1
XEOMIN,S1,musculoskeletal pain,Musculoskeletal pain,10028391.0,,,adverse reactions,S1,musculoskeletal pain,0,0,1
XEOMIN,S1,neck pain,Neck pain,10028836.0,,,adverse reactions,S1,neck pain,0,0,1
XEOMIN,S1,muscular weakness,Muscular weakness,10028372.0,,,adverse reactions,S1,muscular weakness,0,0,1
XEOMIN,S1,musculoskeletal pain,Musculoskeletal pain,10028391.0,,,adverse reactions,S1,musculoskeletal pain,0,0,1
XEOMIN,S1,dysphagia,Dysphagia,10013950.0,,,adverse reactions,S1,dysphagia,0,0,1
XEOMIN,S1,injection site pain,Injection site pain,10022086.0,,,adverse reactions,S1,injection site pain,0,0,1
XEOMIN,S1,blepharospasm,Blepharospasm,10005159.0,,,adverse reactions,S1,blepharospasm,0,0,1
XEOMIN,S1,eyelid ptosis,Eyelid ptosis,10015995.0,,,adverse reactions,S1,eyelid ptosis,0,0,1
XEOMIN,S1,dry eye,Dry eye,10013774.0,,,adverse reactions,S1,dry eye,0,0,1
XEOMIN,S1,dry mouth,Dry mouth,10013781.0,,,adverse reactions,S1,dry mouth,0,0,1
XEOMIN,S1,diarrhea,Diarrhoea,10012735.0,Diarrhea,10012727.0,adverse reactions,S1,diarrhea,0,0,1
XEOMIN,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
XEOMIN,S1,visual impairment,Visual impairment,10047571.0,,,adverse reactions,S1,visual impairment,0,0,1
XEOMIN,S1,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,adverse reactions,S1,dyspnea,0,1,1
XEOMIN,S1,nasopharyngitis,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0,0,1
XEOMIN,S1,respiratory tract infection,Respiratory tract infection,10062352.0,,,adverse reactions,S1,respiratory tract infection,0,0,1
XEOMIN,S1,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,adverse reactions,S1,dyspnea,0,1,1
XEOMIN,S1,eyelid ptosis,Eyelid ptosis,10015995.0,,,adverse reactions,S1,eyelid ptosis,0,0,1
XEOMIN,S1,dry eye,Dry eye,10013774.0,,,adverse reactions,S1,dry eye,0,0,1
XEOMIN,S1,visual impairment,Visual impairment,10047571.0,,,adverse reactions,S1,visual impairment,0,0,1
XEOMIN,S1,dry mouth,Dry mouth,10013781.0,,,adverse reactions,S1,dry mouth,0,0,1
XEOMIN,S1,diarrhoea,Diarrhoea,10012735.0,,,adverse reactions,S1,diarrhoea,0,0,1
XEOMIN,S1,nasopharyngitis,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0,0,1
XEOMIN,S1,respiratory tract infection,Respiratory tract infection,10062352.0,,,adverse reactions,S1,respiratory tract infection,0,0,1
XEOMIN,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
XEOMIN,S1,dyspnoea,Dyspnoea,10013968.0,,,adverse reactions,S1,dyspnoea,0,0,1
XEOMIN,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
XEOMIN,S1,facial paresis,Facial paresis,10051267.0,,,adverse reactions,S1,facial paresis,0,0,1
XEOMIN,S1,injection site hematoma,Injection site haematoma,10022066.0,Injection site hematoma,10055371.0,adverse reactions,S1,injection site hematoma,0,0,1
XEOMIN,S1,eyelid edema,Eyelid oedema,10015993.0,Eyelid edema,10015985.0,adverse reactions,S1,eyelid edema,0,0,1
XEOMIN,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
XEOMIN,S1,facial paresis,Facial paresis,10051267.0,,,adverse reactions,S1,facial paresis,0,0,1
XEOMIN,S1,brow ptosis,Brow ptosis,10059001.0,,,adverse reactions,S1,brow ptosis,0,0,1
XEOMIN,S1,injection site hematoma,Injection site haematoma,10022066.0,Injection site hematoma,10055371.0,adverse reactions,S1,injection site hematoma,0,0,1
XEOMIN,S1,injection site pain,Injection site pain,10022086.0,,,adverse reactions,S1,injection site pain,0,0,1
XEOMIN,S1,facial pain,Facial pain,10016059.0,,,adverse reactions,S1,facial pain,0,0,1
XEOMIN,S1,injection site swelling,Injection site swelling,10053425.0,,,adverse reactions,S1,injection site swelling,0,0,1
XEOMIN,S1,sensation of pressure,Discomfort,10013082.0,Sensation of pressure,10040003.0,adverse reactions,S1,sensation of pressure,0,0,1
XEOMIN,S1,eyelid edema,Eyelid oedema,10015993.0,Eyelid edema,10015985.0,adverse reactions,S1,eyelid edema,0,0,1
XEOMIN,S1,blepharospasm,Blepharospasm,10005159.0,,,adverse reactions,S1,blepharospasm,0,0,1
XEOMIN,S1,eye disorder,Eye disorder,10015916.0,,,adverse reactions,S1,eye disorder,0,0,1
XEOMIN,S1,eyelid ptosis,Eyelid ptosis,10015995.0,,,adverse reactions,S1,eyelid ptosis,0,0,1
XEOMIN,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
XEOMIN,S1,injection site hematoma,Injection site haematoma,10022066.0,Injection site hematoma,10055371.0,adverse reactions,S1,injection site hematoma,0,0,1
XEOMIN,S1,facial paresis,Facial paresis,10051267.0,,,adverse reactions,S1,facial paresis,0,0,1
XEOMIN,S1,brow ptosis,Brow ptosis,10059001.0,,,adverse reactions,S1,brow ptosis,0,0,1
XEOMIN,S1,muscle disorder,Muscle disorder,10028300.0,,,adverse reactions,S1,muscle disorder,0,0,1
XEOMIN,S1,elevation of eyebrow,,,,,adverse reactions,S1,elevation of eyebrow,0,0,0
XEOMIN,S1,injection site pain,Injection site pain,10022086.0,,,adverse reactions,S1,injection site pain,0,0,1
XEOMIN,S1,eyelid edema,Eyelid oedema,10015993.0,Eyelid edema,10015985.0,adverse reactions,S1,eyelid edema,0,0,1
XEOMIN,S1,eye swelling,Eye swelling,10015967.0,,,adverse reactions,S1,eye swelling,0,0,1
XEOMIN,S1,eyelid edema,Eyelid oedema,10015993.0,Eyelid edema,10015985.0,adverse reactions,S1,eyelid edema,0,0,1
XEOMIN,S1,dysphagia,Dysphagia,10013950.0,,,adverse reactions,S1,dysphagia,0,0,1
XEOMIN,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
XEOMIN,S1,flu-like symptoms,Influenza like illness,10022004.0,Flu-like symptoms,10016797.0,adverse reactions,S1,flu-like symptoms,0,0,1
XEOMIN,S1,injection site pain,Injection site pain,10022086.0,,,adverse reactions,S1,injection site pain,0,0,1
XEOMIN,S1,injection site reaction,Injection site reaction,10022095.0,,,adverse reactions,S1,injection site reaction,0,0,1
XEOMIN,S1,allergic dermatitis,Dermatitis allergic,10012434.0,Allergic dermatitis,10001711.0,adverse reactions,S1,allergic dermatitis,0,0,1
XEOMIN,S1,localized allergic reactions,Hypersensitivity,10020751.0,Allergic reaction,10001718.0,adverse reactions,S1,localized allergic reactions,0,0,0
XEOMIN,S1,localized swelling,Localised oedema,10048961.0,Localized edema,10062466.0,adverse reactions,S1,localized swelling,1,0,0
XEOMIN,S1,localized edema,Localised oedema,10048961.0,Localized edema,10062466.0,adverse reactions,S1,localized edema,1,0,1
XEOMIN,S1,localized erythema,Erythema,10015150.0,Localized erythema,10024781.0,adverse reactions,S1,localized erythema,1,0,1
XEOMIN,S1,localized pruritus,Pruritus,10037087.0,,,adverse reactions,S1,localized pruritus,1,0,0
XEOMIN,S1,localized rash,Rash,10037844.0,Localized rash,10062705.0,adverse reactions,S1,localized rash,1,0,1
XEOMIN,S1,herpes zoster,Herpes zoster,10019974.0,,,adverse reactions,S1,herpes zoster,0,0,1
XEOMIN,S1,muscular weakness,Muscular weakness,10028372.0,,,adverse reactions,S1,muscular weakness,0,0,1
XEOMIN,S1,muscle spasm,Muscle spasms,10028334.0,Muscle spasm,10028333.0,adverse reactions,S1,muscle spasm,0,0,1
XEOMIN,S1,dysarthria,Dysarthria,10013887.0,,,adverse reactions,S1,dysarthria,0,0,1
XEOMIN,S1,myalgia,Myalgia,10028411.0,,,adverse reactions,S1,myalgia,0,0,1
XEOMIN,S1,hypersensitivity,Hypersensitivity,10020751.0,,,adverse reactions,S1,hypersensitivity,0,0,1
XEOMIN,S2,distant spread of toxin effect,,,,,boxed warnings,S2,distant spread of toxin effect,0,0,0
XEOMIN,S2,distant spread of toxin effect,,,,,boxed warnings,S2,distant spread of toxin effect,0,0,0
XEOMIN,S2,spread from the area of injection,,,,,boxed warnings,S2,spread from the area of injection,0,0,0
XEOMIN,S2,toxin effects,,,,,boxed warnings,S2,toxin effects,0,0,0
XEOMIN,S2,asthenia,Asthenia,10003549.0,,,boxed warnings,S2,asthenia,0,0,1
XEOMIN,S2,generalized muscle weakness,Muscular weakness,10028372.0,Generalized muscle weakness,10062572.0,boxed warnings,S2,generalized muscle weakness,0,0,1
XEOMIN,S2,diplopia,Diplopia,10013036.0,,,boxed warnings,S2,diplopia,0,0,1
XEOMIN,S2,blurred vision,Vision blurred,10047513.0,Blurred vision,10005886.0,boxed warnings,S2,blurred vision,0,0,1
XEOMIN,S2,ptosis,Eyelid ptosis,10015995.0,Ptosis,10037272.0,boxed warnings,S2,ptosis,0,0,1
XEOMIN,S2,dysphagia,Dysphagia,10013950.0,,,boxed warnings,S2,dysphagia,0,0,1
XEOMIN,S2,dysphonia,Dysphonia,10013952.0,,,boxed warnings,S2,dysphonia,0,0,1
XEOMIN,S2,dysarthria,Dysarthria,10013887.0,,,boxed warnings,S2,dysarthria,0,0,1
XEOMIN,S2,urinary incontinence,Urinary incontinence,10046543.0,,,boxed warnings,S2,urinary incontinence,0,0,1
XEOMIN,S2,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,boxed warnings,S2,breathing difficulties,0,0,0
XEOMIN,S2,swallowing difficulties,Dysphagia,10013950.0,Swallowing difficult,10042645.0,boxed warnings,S2,swallowing difficulties,1,0,0
XEOMIN,S2,swallowing difficulties,Dysphagia,10013950.0,Swallowing difficult,10042645.0,boxed warnings,S2,swallowing difficulties,1,0,0
XEOMIN,S2,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,boxed warnings,S2,breathing difficulties,0,0,0
XEOMIN,S2,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,boxed warnings,S2,breathing difficulties,0,0,0
XEOMIN,S2,death,Death,10011906.0,,,boxed warnings,S2,death,0,0,1
XEOMIN,S2,spread of effect,,,,,boxed warnings,S2,spread of effect,0,0,0
XEOMIN,S2,distant spread of toxin effect,,,,,boxed warnings,S2,distant spread of toxin effect,0,0,0
XEOMIN,S2,spread from the area of injection,,,,,boxed warnings,S2,spread from the area of injection,0,0,0
XEOMIN,S2,toxin effects,,,,,boxed warnings,S2,toxin effects,0,0,0
XEOMIN,S2,swallowing difficulties,Dysphagia,10013950.0,Swallowing difficult,10042645.0,boxed warnings,S2,swallowing difficulties,1,0,0
XEOMIN,S2,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,boxed warnings,S2,breathing difficulties,0,0,0
XEOMIN,S2,death,Death,10011906.0,,,boxed warnings,S2,death,0,0,1
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,corneal exposure,,,,,warnings and precautions,S3,corneal exposure,0,0,0
XEOMIN,S3,corneal ulceration,Ulcerative keratitis,10064996.0,Corneal ulceration,10011060.0,warnings and precautions,S3,corneal ulceration,1,0,1
XEOMIN,S3,reduced blinking,,,,,warnings and precautions,S3,reduced blinking,0,0,0
XEOMIN,S3,corneal exposure,,,,,warnings and precautions,S3,corneal exposure,0,0,0
XEOMIN,S3,corneal ulceration,Ulcerative keratitis,10064996.0,Corneal ulceration,10011060.0,warnings and precautions,S3,corneal ulceration,1,0,1
XEOMIN,S3,corneal perforation,Corneal perforation,10011039.0,,,warnings and precautions,S3,corneal perforation,1,0,1
XEOMIN,S3,ptosis,Eyelid ptosis,10015995.0,Ptosis,10037272.0,warnings and precautions,S3,ptosis,0,0,1
XEOMIN,S3,toxin effects beyond the site of local injection,,,,,warnings and precautions,S3,toxin effects beyond the site of local injection,1,0,0
XEOMIN,S3,asthenia,Asthenia,10003549.0,,,warnings and precautions,S3,asthenia,0,0,1
XEOMIN,S3,generalized muscle weakness,Muscular weakness,10028372.0,Generalized muscle weakness,10062572.0,warnings and precautions,S3,generalized muscle weakness,0,0,1
XEOMIN,S3,diplopia,Diplopia,10013036.0,,,warnings and precautions,S3,diplopia,0,0,1
XEOMIN,S3,blurred vision,Vision blurred,10047513.0,Blurred vision,10005886.0,warnings and precautions,S3,blurred vision,0,0,1
XEOMIN,S3,ptosis,Eyelid ptosis,10015995.0,Ptosis,10037272.0,warnings and precautions,S3,ptosis,0,0,1
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,dysphonia,Dysphonia,10013952.0,,,warnings and precautions,S3,dysphonia,0,0,1
XEOMIN,S3,dysarthria,Dysarthria,10013887.0,,,warnings and precautions,S3,dysarthria,0,0,1
XEOMIN,S3,urinary incontinence,Urinary incontinence,10046543.0,,,warnings and precautions,S3,urinary incontinence,0,0,1
XEOMIN,S3,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,warnings and precautions,S3,breathing difficulties,0,0,0
XEOMIN,S3,swallowing difficulties,Dysphagia,10013950.0,Swallowing difficult,10042645.0,warnings and precautions,S3,swallowing difficulties,1,0,0
XEOMIN,S3,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,warnings and precautions,S3,breathing difficulties,0,0,0
XEOMIN,S3,death,Death,10011906.0,,,warnings and precautions,S3,death,0,0,1
XEOMIN,S3,spread of toxin effects,,,,,warnings and precautions,S3,spread of toxin effects,0,0,0
XEOMIN,S3,spread of toxin effect,,,,,warnings and precautions,S3,spread of toxin effect,0,0,0
XEOMIN,S3,hypersensitivity reactions,,,,,warnings and precautions,S3,hypersensitivity reactions,0,0,0
XEOMIN,S3,anaphylaxis,,,,,warnings and precautions,S3,anaphylaxis,0,0,0
XEOMIN,S3,serum sickness,,,,,warnings and precautions,S3,serum sickness,0,0,0
XEOMIN,S3,urticaria,,,,,warnings and precautions,S3,urticaria,0,0,0
XEOMIN,S3,soft tissue edema,,,,,warnings and precautions,S3,soft tissue edema,0,0,0
XEOMIN,S3,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,warnings and precautions,S3,dyspnea,0,0,1
XEOMIN,S3,swallowing difficulties,Dysphagia,10013950.0,Swallowing difficult,10042645.0,warnings and precautions,S3,swallowing difficulties,1,0,0
XEOMIN,S3,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,warnings and precautions,S3,breathing difficulties,0,0,0
XEOMIN,S3,deaths,,,,,warnings and precautions,S3,deaths,0,0,0
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,aspiration,Aspiration,10003504.0,,,warnings and precautions,S3,aspiration,0,0,1
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,weaken neck muscles,,,,,warnings and precautions,S3,weaken neck muscles,0,0,0
XEOMIN,S3,loss of breathing capacity,Total lung capacity decreased,10044100.0,,,warnings and precautions,S3,loss of breathing capacity,0,0,0
XEOMIN,S3,breathing difficulties,Dyspnoea,10013968.0,Difficulty breathing,10012791.0,warnings and precautions,S3,breathing difficulties,0,0,0
XEOMIN,S3,respiratory failure,,,,,warnings and precautions,S3,respiratory failure,0,0,0
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,dysphagia,Dysphagia,10013950.0,,,warnings and precautions,S3,dysphagia,0,0,1
XEOMIN,S3,respiratory compromise,Respiratory failure,10038695.0,Respiratory insufficiency,10038701.0,warnings and precautions,S3,respiratory compromise,0,0,0
XEOMIN,S3,reduced blinking,,,,,warnings and precautions,S3,reduced blinking,0,0,0
XEOMIN,S3,corneal exposure,,,,,warnings and precautions,S3,corneal exposure,0,0,0
XEOMIN,S3,corneal persistent epithelial defect,,,,,warnings and precautions,S3,corneal persistent epithelial defect,1,0,0
XEOMIN,S3,corneal ulceration,Ulcerative keratitis,10064996.0,Corneal ulceration,10011060.0,warnings and precautions,S3,corneal ulceration,1,0,1
XEOMIN,S3,transmission of viral diseases,Viral infection,10047461.0,,,warnings and precautions,S3,transmission of viral diseases,0,0,0
XEOMIN,S3,creutzfeldt-jakob disease,Creutzfeldt-Jakob disease,10011384.0,,,warnings and precautions,S3,creutzfeldt-jakob disease,0,0,1
XEOMIN,S3,cjd,Creutzfeldt-Jakob disease,10011384.0,CJD,10009217.0,warnings and precautions,S3,cjd,0,0,1
XEOMIN,S3,cjd,Creutzfeldt-Jakob disease,10011384.0,CJD,10009217.0,warnings and precautions,S3,cjd,0,0,1
QUTENZA,S1,application-associated pain,Application site pain,10003051.0,Pain after application,10033375.0,adverse reactions,S1,application-associated pain,0,0,0
QUTENZA,S1,increase in blood pressure,Blood pressure increased,10005750.0,,,adverse reactions,S1,increase in blood pressure,0,0,0
QUTENZA,S1,application site erythema,Application site erythema,10003041.0,,,adverse reactions,S1,application site erythema,0,0,1
QUTENZA,S1,application site pain,Application site pain,10003051.0,,,adverse reactions,S1,application site pain,0,0,1
QUTENZA,S1,application site pruritus,Application site pruritus,10003053.0,,,adverse reactions,S1,application site pruritus,0,0,1
QUTENZA,S1,application site papules,Application site papules,10049043.0,,,adverse reactions,S1,application site papules,0,0,1
QUTENZA,S1,application site erythema,Application site erythema,10003041.0,,,adverse reactions,S1,application site erythema,0,0,1
QUTENZA,S1,application site pain,Application site pain,10003051.0,,,adverse reactions,S1,application site pain,0,0,1
QUTENZA,S1,application site pruritus,Application site pruritus,10003053.0,,,adverse reactions,S1,application site pruritus,0,0,1
QUTENZA,S1,application site papules,Application site papules,10049043.0,,,adverse reactions,S1,application site papules,0,0,1
QUTENZA,S1,application site reactions,Application site reaction,10003055.0,,,adverse reactions,S1,application site reactions,0,0,0
QUTENZA,S1,application site reactions,Application site reaction,10003055.0,,,adverse reactions,S1,application site reactions,0,0,0
QUTENZA,S1,increases in pain,Pain,10033371.0,Exacerbation of pain,10015579.0,adverse reactions,S1,increases in pain,0,0,0
QUTENZA,S1,pain increases,Pain,10033371.0,Pain worsened,10033499.0,adverse reactions,S1,pain increases,0,0,0
QUTENZA,S1,application site erythema,Application site erythema,10003041.0,,,adverse reactions,S1,application site erythema,0,0,1
QUTENZA,S1,application site pain,Application site pain,10003051.0,,,adverse reactions,S1,application site pain,0,0,1
QUTENZA,S1,application site pruritus,Application site pruritus,10003053.0,,,adverse reactions,S1,application site pruritus,0,0,1
QUTENZA,S1,application site papules,Application site papules,10049043.0,,,adverse reactions,S1,application site papules,0,0,1
QUTENZA,S1,application site edema,Application site oedema,10003050.0,Application site edema,10003040.0,adverse reactions,S1,application site edema,0,0,1
QUTENZA,S1,application site swelling,Application site swelling,10053424.0,,,adverse reactions,S1,application site swelling,0,0,1
QUTENZA,S1,application site dryness,Application site dryness,10048943.0,,,adverse reactions,S1,application site dryness,0,0,1
QUTENZA,S1,nasopharyngitis,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0,0,1
QUTENZA,S1,bronchitis,Bronchitis,10006451.0,,,adverse reactions,S1,bronchitis,0,0,1
QUTENZA,S1,sinusitis,Sinusitis,10040753.0,,,adverse reactions,S1,sinusitis,0,0,1
QUTENZA,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
QUTENZA,S1,vomiting,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0,0,1
QUTENZA,S1,pruritus,Pruritus,10037087.0,,,adverse reactions,S1,pruritus,0,0,1
QUTENZA,S1,hypertension,Hypertension,10020772.0,,,adverse reactions,S1,hypertension,0,0,1
QUTENZA,S1,application site urticaria,Application site urticaria,10050104.0,,,adverse reactions,S1,application site urticaria,0,0,1
QUTENZA,S1,application site paresthesia,Application site paraesthesia,10050103.0,Application site paresthesia,10048940.0,adverse reactions,S1,application site paresthesia,0,0,1
QUTENZA,S1,application site dermatitis,Application site dermatitis,10003036.0,,,adverse reactions,S1,application site dermatitis,0,0,1
QUTENZA,S1,application site hyperesthesia,Application site hyperaesthesia,10050100.0,Application site hyperesthesia,10054328.0,adverse reactions,S1,application site hyperesthesia,0,0,1
QUTENZA,S1,application site excoriation,Application site erosion,10065577.0,Application site excoriation,10059006.0,adverse reactions,S1,application site excoriation,0,0,1
QUTENZA,S1,application site warmth,Application site warmth,10003060.0,,,adverse reactions,S1,application site warmth,0,0,1
QUTENZA,S1,application site anesthesia,Application site anaesthesia,10003033.0,Application site anesthesia,10003034.0,adverse reactions,S1,application site anesthesia,0,0,1
QUTENZA,S1,application site bruising,Application site bruise,10050114.0,Application site bruising,10048939.0,adverse reactions,S1,application site bruising,0,0,1
QUTENZA,S1,application site inflammation,Application site inflammation,10049042.0,,,adverse reactions,S1,application site inflammation,0,0,1
QUTENZA,S1,application site exfoliation,Application site exfoliation,10064578.0,,,adverse reactions,S1,application site exfoliation,0,0,1
QUTENZA,S1,peripheral edema,Oedema peripheral,10030124.0,Peripheral edema,10034570.0,adverse reactions,S1,peripheral edema,0,0,1
QUTENZA,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
QUTENZA,S1,burning sensation,Burning sensation,10006784.0,,,adverse reactions,S1,burning sensation,0,0,1
QUTENZA,S1,peripheral sensory neuropathy,Peripheral sensory neuropathy,10034620.0,,,adverse reactions,S1,peripheral sensory neuropathy,0,0,1
QUTENZA,S1,dizziness,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0,0,1
QUTENZA,S1,dysgeusia,Dysgeusia,10013911.0,,,adverse reactions,S1,dysgeusia,0,0,1
QUTENZA,S1,hyperesthesia,Hyperaesthesia,10020568.0,Hyperesthesia,10020622.0,adverse reactions,S1,hyperesthesia,0,0,1
QUTENZA,S1,hypoesthesia,Hypoaesthesia,10020937.0,Hypoesthesia,10020976.0,adverse reactions,S1,hypoesthesia,0,0,1
QUTENZA,S1,cough,Cough,10011224.0,,,adverse reactions,S1,cough,0,0,1
QUTENZA,S1,throat irritation,Throat irritation,10043521.0,,,adverse reactions,S1,throat irritation,0,0,1
QUTENZA,S1,abnormal skin odor,Skin odour abnormal,10040904.0,Skin odor abnormal,10040903.0,adverse reactions,S1,abnormal skin odor,0,0,0
QUTENZA,S2,coughing,Cough,10011224.0,Coughing,10011232.0,warnings and precautions,S2,coughing,0,0,1
QUTENZA,S2,sneezing,Sneezing,10041232.0,,,warnings and precautions,S2,sneezing,0,0,1
QUTENZA,S2,increases in blood pressure,Blood pressure increased,10005750.0,,,warnings and precautions,S2,increases in blood pressure,0,0,0
QUTENZA,S2,coughing,Cough,10011224.0,Coughing,10011232.0,warnings and precautions,S2,coughing,0,0,1
QUTENZA,S2,sneezing,Sneezing,10041232.0,,,warnings and precautions,S2,sneezing,0,0,1
QUTENZA,S2,procedural pain,Procedural pain,10064882.0,,,warnings and precautions,S2,procedural pain,0,0,1
QUTENZA,S2,increases in blood pressure,Blood pressure increased,10005750.0,,,warnings and precautions,S2,increases in blood pressure,0,0,0
QUTENZA,S2,increases in blood pressure,Blood pressure increased,10005750.0,,,warnings and precautions,S2,increases in blood pressure,0,0,0
QUTENZA,S2,increases in pain,Pain,10033371.0,Exacerbation of pain,10015579.0,warnings and precautions,S2,increases in pain,0,0,0
QUTENZA,S2,adverse cardiovascular effects,Cardiovascular symptom,10075534.0,,,warnings and precautions,S2,adverse cardiovascular effects,0,0,0
ZYTIGA,S1,hypertension,Hypertension,10020772.0,,,adverse reactions,S1,hypertension,0,0,1
ZYTIGA,S1,hypokalemia,Hypokalaemia,10021015.0,Hypokalemia,10021018.0,adverse reactions,S1,hypokalemia,0,0,1
ZYTIGA,S1,fluid retention,Fluid retention,10016807.0,,,adverse reactions,S1,fluid retention,0,0,1
ZYTIGA,S1,mineralocorticoid excess,Hyperaldosteronism,10020571.0,,,adverse reactions,S1,mineralocorticoid excess,0,0,0
ZYTIGA,S1,adrenocortical insufficiency,Adrenal insufficiency,10001367.0,Adrenal cortex insufficiency,10001335.0,adverse reactions,S1,adrenocortical insufficiency,0,0,0
ZYTIGA,S1,hepatotoxicity,Hepatotoxicity,10019851.0,,,adverse reactions,S1,hepatotoxicity,0,0,1
ZYTIGA,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
ZYTIGA,S1,joint swelling,Joint swelling,10023232.0,,,adverse reactions,S1,joint swelling,0,0,1
ZYTIGA,S1,joint discomfort,Musculoskeletal discomfort,10053156.0,Discomfort in joints,10013088.0,adverse reactions,S1,joint discomfort,1,0,0
