,section,drug,pt_meddra_id,class,Pred0,Pred1,scored,split
168,AR,ADEMPAS,10005721,not_event,9.54474639892578,0.0,scored,test
169,AR,ADEMPAS,10005793,not_event,9.552207354841562,0.0,scored,test
170,AR,ADEMPAS,10010774,is_event,0.0,7.472635746002197,scored,test
171,AR,ADEMPAS,10012735,is_event,0.0,7.48122763633728,scored,test
172,AR,ADEMPAS,10013573,is_event,0.0,7.464366912841797,scored,test
173,AR,ADEMPAS,10013946,is_event,0.0,7.482500791549681,scored,test
174,AR,ADEMPAS,10013950,is_event,0.0,7.4844489097595215,scored,test
175,AR,ADEMPAS,10014404,not_event,9.540164375305176,0.0,scored,test
176,AR,ADEMPAS,10014467,not_event,9.526845455169678,0.0,scored,test
177,AR,ADEMPAS,10015090,is_event,0.0,7.4757256507873535,scored,test
178,AR,ADEMPAS,10016766,not_event,0.4573980048298836,0.0,scored,test
179,AR,ADEMPAS,10017853,is_event,0.0,7.495389461517332,scored,test
180,AR,ADEMPAS,10017885,is_event,0.0,7.3618684496198386,scored,test
181,AR,ADEMPAS,10018830,not_event,0.0,2.186023712158203,scored,test
182,AR,ADEMPAS,10018964,not_event,0.0,0.040085311979055405,scored,test
183,AR,ADEMPAS,10019211,is_event,0.0,7.474809408187866,scored,test
184,AR,ADEMPAS,10021097,is_event,0.0,7.460529923439026,scored,test
185,AR,ADEMPAS,10022000,not_event,0.0,0.0,scored,test
186,AR,ADEMPAS,10024999,not_event,9.543712615966797,0.0,scored,test
187,AR,ADEMPAS,10028735,is_event,0.0,7.458091259002685,scored,test
188,AR,ADEMPAS,10028813,is_event,0.0,7.470003366470338,scored,test
189,AR,ADEMPAS,10030095,not_event,9.206145286560057,0.0,scored,test
190,AR,ADEMPAS,10030124,is_event,0.0,6.971642017364502,scored,test
191,AR,ADEMPAS,10030970,not_event,9.544551531473795,0.0,scored,test
192,AR,ADEMPAS,10033371,not_event,6.854119062423706,0.0,scored,test
193,AR,ADEMPAS,10033557,is_event,0.0,7.5085461139678955,scored,test
194,AR,ADEMPAS,10033997,not_event,9.531323432922365,0.0,scored,test
195,AR,ADEMPAS,10037400,not_event,9.184026082356771,0.0,scored,test
196,AR,ADEMPAS,10037423,not_event,4.751209259033203,0.0,scored,test
197,AR,ADEMPAS,10039073,not_event,9.555880387624105,0.0,scored,test
198,AR,ADEMPAS,10040722,not_event,9.51619005203247,0.0,scored,test
199,AR,ADEMPAS,10042361,not_event,0.0,2.111557722091675,scored,test
200,AR,ADEMPAS,10043268,not_event,9.491915893554687,0.0,scored,test
201,AR,ADEMPAS,10043833,not_event,9.53728437423706,0.0,scored,test
202,AR,ADEMPAS,10044223,not_event,4.900439695878462,0.0,scored,test
203,AR,ADEMPAS,10044390,not_event,9.33325481414795,0.0,scored,test
204,AR,ADEMPAS,10046571,not_event,5.055768013000488,0.012556037865579128,scored,test
205,AR,ADEMPAS,10046910,not_event,0.0,0.0,scored,test
206,AR,ADEMPAS,10047700,is_event,0.0,7.47991943359375,scored,test
207,AR,ADEMPAS,10051099,not_event,0.0,3.9673504829406734,scored,test
208,AR,ADEMPAS,10055798,is_event,0.0,6.547690391540527,scored,test
209,AR,ADEMPAS,10060933,not_event,9.2094087600708,0.0,scored,test
210,AR,ADEMPAS,10061346,not_event,9.541047202216255,0.0,scored,test
211,AR,ADEMPAS,10061623,not_event,9.177443504333496,0.0,scored,test
212,AR,ADEMPAS,10067484,not_event,9.198081135749817,0.0,scored,test
213,AR,AKYNZEO,10001497,not_event,7.011907100677489,0.0,scored,test
214,AR,AKYNZEO,10002026,not_event,9.557984215872628,0.0,scored,test
215,AR,AKYNZEO,10002198,not_event,0.0,0.0,scored,test
216,AR,AKYNZEO,10003549,is_event,0.0,7.504131555557251,scored,test
217,AR,AKYNZEO,10003840,not_event,6.656525611877441,0.0,scored,test
218,AR,AKYNZEO,10005362,not_event,8.25159854888916,0.0,scored,test
219,AR,AKYNZEO,10005416,not_event,9.558356228996725,0.0,scored,test
220,AR,AKYNZEO,10005439,not_event,9.552220821380615,0.0,scored,test
221,AR,AKYNZEO,10005571,not_event,9.545551776885986,0.0,scored,test
222,AR,AKYNZEO,10005616,not_event,9.54472370147705,0.0,scored,test
223,AR,AKYNZEO,10005717,not_event,9.55910348892212,0.0,scored,test
224,AR,AKYNZEO,10005721,not_event,9.551436483860016,0.0,scored,test
225,AR,AKYNZEO,10005793,not_event,9.557384435947125,0.0,scored,test
226,AR,AKYNZEO,10010071,not_event,8.519538879394531,0.0,scored,test
227,AR,AKYNZEO,10010774,is_event,0.0,7.496895790100098,scored,test
228,AR,AKYNZEO,10010947,not_event,7.670613765716552,0.0,scored,test
229,AR,AKYNZEO,10012218,not_event,5.87575626373291,0.0,scored,test
230,AR,AKYNZEO,10013573,not_event,3.622171878814697,0.0,scored,test
231,AR,AKYNZEO,10013946,is_event,0.0,7.491961479187012,scored,test
232,AR,AKYNZEO,10014404,not_event,9.548830032348633,0.0,scored,test
233,AR,AKYNZEO,10014467,not_event,9.540468215942383,0.0,scored,test
234,AR,AKYNZEO,10015150,is_event,0.0,6.01469087600708,scored,test
235,AR,AKYNZEO,10016256,is_event,0.0,7.484927495320638,scored,test
236,AR,AKYNZEO,10016825,not_event,2.664592981338501,0.0,scored,test
237,AR,AKYNZEO,10017973,not_event,4.821608066558838,0.0,scored,test
238,AR,AKYNZEO,10019063,not_event,5.868068695068359,0.0,scored,test
239,AR,AKYNZEO,10019211,is_event,0.0,7.498542308807373,scored,test
240,AR,AKYNZEO,10020642,not_event,0.0,0.0,scored,test
241,AR,AKYNZEO,10020745,not_event,4.731949329376221,0.0,scored,test
242,AR,AKYNZEO,10020751,not_event,0.0,7.460262775421143,scored,test
243,AR,AKYNZEO,10020843,not_event,7.891129016876221,0.0,scored,test
244,AR,AKYNZEO,10023533,not_event,6.768555641174316,0.0,scored,test
245,AR,AKYNZEO,10028245,not_event,9.551939964294432,0.0,scored,test
246,AR,AKYNZEO,10028330,not_event,8.47807502746582,0.0,scored,test
247,AR,AKYNZEO,10028622,not_event,4.450711250305176,0.0,scored,test
248,AR,AKYNZEO,10028997,not_event,0.8491888840993246,3.943408966064453,scored,test
249,AR,AKYNZEO,10030970,not_event,9.535188674926758,0.0,scored,test
250,AR,AKYNZEO,10033371,not_event,4.7146852016448975,0.0,scored,test
251,AR,AKYNZEO,10033997,not_event,9.513489723205566,0.0,scored,test
252,AR,AKYNZEO,10039073,not_event,9.554085042741564,0.0,scored,test
253,AR,AKYNZEO,10039906,not_event,2.8291797637939453,0.0,scored,test
254,AR,AKYNZEO,10040722,not_event,9.547216415405272,0.0,scored,test
255,AR,AKYNZEO,10043071,not_event,4.020230770111084,0.0,scored,test
256,AR,AKYNZEO,10043268,not_event,9.524523735046385,0.0,scored,test
257,AR,AKYNZEO,10043833,not_event,9.536199569702147,0.0,scored,test
258,AR,AKYNZEO,10044223,not_event,3.966784000396729,0.0,scored,test
259,AR,AKYNZEO,10044390,not_event,9.413350105285645,0.0,scored,test
260,AR,AKYNZEO,10044565,not_event,3.8637442588806152,0.0,scored,test
261,AR,AKYNZEO,10048294,not_event,2.3472743034362793,0.0,scored,test
262,AR,AKYNZEO,10054888,not_event,9.30112393697103,0.0,scored,test
263,AR,AKYNZEO,10060933,not_event,9.226885795593262,0.0,scored,test
264,AR,AKYNZEO,10061346,not_event,9.545714378356934,0.0,scored,test
265,AR,AKYNZEO,10061758,not_event,8.48407355221835,0.0,scored,test
266,AR,AKYNZEO,10067484,not_event,9.251614650090536,0.0,scored,test
267,AR,AKYNZEO,10083622,not_event,9.511943817138672,0.0,scored,test
268,AR,ANORO,10000081,is_event,0.0,7.394376516342163,scored,test
269,AR,ANORO,10001513,not_event,9.506881713867188,0.0,scored,test
270,AR,ANORO,10002026,not_event,9.558377206325531,0.0,scored,test
271,AR,ANORO,10002198,not_event,0.0,1.1736595630645752,scored,test
272,AR,ANORO,10002368,not_event,9.486516952514648,0.0,scored,test
273,AR,ANORO,10003239,is_event,0.0,7.447251796722413,scored,test
274,AR,ANORO,10003549,is_event,0.0,7.443762302398682,scored,test
275,AR,ANORO,10003553,is_event,4.418054103851318,0.0,scored,test
276,AR,ANORO,10003658,not_event,0.0,7.4814677238464355,scored,test
277,AR,ANORO,10003988,is_event,0.0,7.375453472137451,scored,test
278,AR,ANORO,10005373,not_event,9.515060663223267,0.0,scored,test
279,AR,ANORO,10005416,not_event,9.547016355726454,0.0,scored,test
280,AR,ANORO,10005439,not_event,9.549046516418457,0.0,scored,test
281,AR,ANORO,10005467,not_event,9.514218807220459,0.0,scored,test
282,AR,ANORO,10005571,not_event,9.524757385253906,0.0,scored,test
283,AR,ANORO,10005616,not_event,9.526986782367413,0.0,scored,test
284,AR,ANORO,10005717,not_event,9.54636978149414,0.0,scored,test
285,AR,ANORO,10005721,not_event,9.531636428833007,0.0,scored,test
286,AR,ANORO,10005724,not_event,3.2623910903930664,0.0,scored,test
287,AR,ANORO,10005793,not_event,9.552027034759522,0.0,scored,test
288,AR,ANORO,10006482,not_event,0.0,1.272784948348999,scored,test
289,AR,ANORO,10006486,is_event,0.0,7.523415565490722,scored,test
290,AR,ANORO,10007515,not_event,4.666716814041138,0.0,scored,test
291,AR,ANORO,10008469,is_event,0.0,7.393534183502196,scored,test
292,AR,ANORO,10008479,is_event,0.0,6.103545506795247,scored,test
293,AR,ANORO,10009033,not_event,8.521615505218506,0.0,scored,test
294,AR,ANORO,10010071,not_event,9.215214729309082,0.0,scored,test
295,AR,ANORO,10010234,not_event,9.508334159851074,0.0,scored,test
296,AR,ANORO,10010741,is_event,0.0,7.267986297607421,scored,test
297,AR,ANORO,10010774,is_event,0.0,7.480026721954345,scored,test
298,AR,ANORO,10011224,is_event,0.0,6.392909288406372,scored,test
299,AR,ANORO,10011906,is_event,0.0,0.7520872354507446,scored,test
300,AR,ANORO,10012601,is_event,0.0,7.3160364627838135,scored,test
301,AR,ANORO,10012735,is_event,0.0,7.468852281570435,scored,test
302,AR,ANORO,10013082,not_event,7.928152561187744,0.0,scored,test
303,AR,ANORO,10013442,not_event,9.52201509475708,0.0,scored,test
304,AR,ANORO,10013781,is_event,0.0,7.413070201873779,scored,test
305,AR,ANORO,10013946,is_event,0.0,7.432781696319581,scored,test
306,AR,ANORO,10014391,not_event,8.599573135375977,0.0,scored,test
307,AR,ANORO,10014404,not_event,9.544680404663087,0.0,scored,test
308,AR,ANORO,10014467,not_event,9.478343963623047,0.0,scored,test
309,AR,ANORO,10015856,not_event,0.0,0.7253800183534622,scored,test
310,AR,ANORO,10016766,not_event,3.1379115581512447,0.0,scored,test
311,AR,ANORO,10016984,not_event,9.247443517049154,0.0,scored,test
312,AR,ANORO,10017885,is_event,0.0,7.24260938167572,scored,test
313,AR,ANORO,10017944,not_event,5.703122615814209,0.0,scored,test
314,AR,ANORO,10018304,not_event,8.219606399536131,0.0,scored,test
315,AR,ANORO,10019211,is_event,0.0,7.451556205749511,scored,test
316,AR,ANORO,10020635,not_event,5.58074951171875,0.0,scored,test
317,AR,ANORO,10020751,not_event,0.0,6.344419956207275,scored,test
318,AR,ANORO,10021015,not_event,2.890174150466919,0.0,scored,test
319,AR,ANORO,10021789,not_event,5.930184078216553,0.0,scored,test
320,AR,ANORO,10022000,not_event,1.9965041875839236,0.0,scored,test
321,AR,ANORO,10023379,not_event,8.769928932189941,0.0,scored,test
322,AR,ANORO,10024968,is_event,0.0,7.464448928833008,scored,test
323,AR,ANORO,10028245,not_event,9.550475120544434,0.0,scored,test
324,AR,ANORO,10028334,is_event,0.0,7.276095628738403,scored,test
325,AR,ANORO,10028596,is_event,0.0,7.485894680023193,scored,test
326,AR,ANORO,10028813,is_event,0.0,7.430319786071777,scored,test
327,AR,ANORO,10028836,is_event,0.0,7.495412826538086,scored,test
328,AR,ANORO,10030970,not_event,9.538979530334473,0.0,scored,test
329,AR,ANORO,10033371,not_event,8.011466943300688,0.0,scored,test
330,AR,ANORO,10033425,is_event,0.0,7.488310575485229,scored,test
331,AR,ANORO,10033997,not_event,9.52338409423828,0.0,scored,test
332,AR,ANORO,10034835,is_event,0.0,3.584971070289612,scored,test
333,AR,ANORO,10035623,is_event,0.0,7.386597156524657,scored,test
334,AR,ANORO,10036790,is_event,0.0,7.4409117698669425,scored,test
335,AR,ANORO,10037087,is_event,0.0,7.512887954711913,scored,test
336,AR,ANORO,10037844,is_event,0.0,7.515656948089599,scored,test
337,AR,ANORO,10039073,not_event,9.54522638320923,0.0,scored,test
338,AR,ANORO,10040722,not_event,9.533950169881185,0.0,scored,test
339,AR,ANORO,10040753,is_event,0.0,7.480478604634603,scored,test
340,AR,ANORO,10042602,is_event,0.0,7.387424945831299,scored,test
341,AR,ANORO,10043833,not_event,9.521993160247803,0.0,scored,test
342,AR,ANORO,10044055,is_event,0.0,7.462502002716064,scored,test
343,AR,ANORO,10044223,not_event,8.8882474899292,0.0,scored,test
344,AR,ANORO,10046555,is_event,0.0,7.507728576660157,scored,test
345,AR,ANORO,10046571,is_event,5.40057897567749,1.2290890216827393,scored,test
346,AR,ANORO,10047289,is_event,0.0,6.3809096813201895,scored,test
347,AR,ANORO,10047340,is_event,0.0,7.425881385803223,scored,test
348,AR,ANORO,10047579,not_event,9.163622379302979,0.0,scored,test
349,AR,ANORO,10047700,is_event,0.0,7.400675296783446,scored,test
350,AR,ANORO,10050819,is_event,0.0,7.395524501800538,scored,test
351,AR,ANORO,10057581,not_event,9.000922203063965,0.0,scored,test
352,AR,ANORO,10059914,not_event,9.118097305297853,0.0,scored,test
353,AR,ANORO,10061087,not_event,9.044057846069338,0.0,scored,test
354,AR,ANORO,10061216,not_event,9.186897277832031,0.0,scored,test
355,AR,ANORO,10061217,not_event,9.295328140258787,0.0,scored,test
356,AR,ANORO,10061346,not_event,9.534791469573975,0.0,scored,test
357,AR,ANORO,10061592,is_event,9.044059753417969,0.0,scored,test
358,AR,ANORO,10062106,is_event,0.6748651266098022,0.0,scored,test
359,AR,ANORO,10062352,not_event,2.23859304189682,0.0,scored,test
360,AR,ANORO,10067484,not_event,9.243264371698553,0.0,scored,test
361,AR,ANORO,10074072,not_event,8.65762519836426,0.0,scored,test
362,AR,ARCALYST,10000059,is_event,0.0,7.479596138000488,scored,test
363,AR,ARCALYST,10000081,not_event,0.4272657930850983,0.0,scored,test
364,AR,ARCALYST,10000087,is_event,0.0,7.5227108001708975,scored,test
365,AR,ARCALYST,10001513,not_event,9.488825670878093,0.0,scored,test
366,AR,ARCALYST,10002026,not_event,9.568844477335611,0.0,scored,test
367,AR,ARCALYST,10002368,not_event,9.526923179626465,0.0,scored,test
368,AR,ARCALYST,10005169,not_event,3.2780463695526123,0.0,scored,test
369,AR,ARCALYST,10005191,not_event,5.304144203662871,0.0,scored,test
370,AR,ARCALYST,10005373,not_event,9.546798706054686,0.0,scored,test
371,AR,ARCALYST,10005416,not_event,9.556359163920085,0.0,scored,test
