drug_name,section_name,term,meddra_code
TAFINLAR,adverse reactions,palmar-plantar erythrodysesthesia syndrome,10054524.0
TAFINLAR,adverse reactions,rash,10037844.0
TAFINLAR,adverse reactions,cough,10011224.0
TAFINLAR,adverse reactions,constipation,10010774.0
TAFINLAR,adverse reactions,myalgia,10028411.0
TAFINLAR,adverse reactions,vision blurred,10047513.0
TAFINLAR,adverse reactions,transient blindness,10044373.0
TAFINLAR,adverse reactions,stomatitis,10042128.0
TAFINLAR,adverse reactions,pancreatitis,10033645.0
TAFINLAR,adverse reactions,asthenia,10003549.0
TAFINLAR,adverse reactions,cellulitis,10007882.0
TAFINLAR,adverse reactions,folliculitis,10016936.0
TAFINLAR,adverse reactions,paronychia,10034016.0
TAFINLAR,adverse reactions,hypertension,10020772.0
TAFINLAR,adverse reactions,palpitation,10033556.0
TAFINLAR,adverse reactions,dry mucous membranes,
TAFINLAR,adverse reactions,decreased caloric intake,
TAFINLAR,adverse reactions,sunken eyes,10042497.0
TAFINLAR,adverse reactions,hypovolemia,10021137.0
TAFINLAR,adverse reactions,and abnormal electrocardiogram qt correction.,
TAFINLAR,warnings and precautions,retinal vein occlusion,10038907.0
TAFINLAR,warnings and precautions,interstitial lung disease,10022611.0
TAFINLAR,warnings and precautions,new primary malignancies,
TAFINLAR,warnings and precautions,cutaneous and non-cutaneous,
TAFINLAR,warnings and precautions,tumor promotion,
TAFINLAR,warnings and precautions,hemorrhage,10055798.0
TAFINLAR,warnings and precautions,venous thromboembolism,10066899.0
TAFINLAR,warnings and precautions,cardiomyopathy,10007636.0
TAFINLAR,warnings and precautions,ocular toxicities,
TAFINLAR,warnings and precautions,serious febrile reactions,
TAFINLAR,warnings and precautions,serious skin toxicity,
TAFINLAR,warnings and precautions,hyperglycemia,10020635.0
TAFINLAR,warnings and precautions,glucose-6-phosphate dehydrogenase deficiency,10018444.0
TAFINLAR,warnings and precautions,embryofetal toxicity,
HORIZANT,adverse reactions,somnolence,10041349.0
HORIZANT,adverse reactions,sedation,10039897.0
HORIZANT,adverse reactions,dizziness,10013573.0
HORIZANT,adverse reactions,headache,10019211.0
HORIZANT,adverse reactions,nausea,10028813.0
HORIZANT,adverse reactions,dry mouth,10013781.0
HORIZANT,adverse reactions,flatulence,10016766.0
HORIZANT,adverse reactions,fatigue,10016256.0
HORIZANT,adverse reactions,irritability,10022998.0
HORIZANT,adverse reactions,feeling drunk,10016330.0
HORIZANT,adverse reactions,feeling abnormal,10016322.0
HORIZANT,adverse reactions,peripheral edema,10034570.0
HORIZANT,adverse reactions,weight increased,10047899.0
HORIZANT,adverse reactions,increased appetite,10021654.0
HORIZANT,adverse reactions,vertigo,10047340.0
HORIZANT,adverse reactions,depression,10012378.0
HORIZANT,adverse reactions,libido decreased,10024419.0
HORIZANT,adverse reactions,balance disorder,10049848.0
HORIZANT,adverse reactions,blurred vision,10005886.0
HORIZANT,adverse reactions,disorientation,10013395.0
HORIZANT,adverse reactions,lethargy,10024264.0
HORIZANT,adverse reactions,breast enlargement,10006242.0
HORIZANT,adverse reactions,gynecomastia,10018800.0
HORIZANT,adverse reactions,elevated creatine kinase,
HORIZANT,warnings and precautions,driving impairment,
HORIZANT,warnings and precautions,somnolence,10041349.0
HORIZANT,warnings and precautions,sedation,10039897.0
HORIZANT,warnings and precautions,dizziness,10013573.0
HORIZANT,warnings and precautions,suicidal thoughts,
HORIZANT,warnings and precautions,suicidal behavior,10065604.0
HORIZANT,warnings and precautions,drug reaction with eosinophilia and systemic symptoms,10073508.0
HORIZANT,warnings and precautions,dress,
HORIZANT,warnings and precautions,discontinuation syndrome,
IMBRUVICA,adverse reactions,hemorrhage,10055798.0
IMBRUVICA,adverse reactions,infections,
IMBRUVICA,adverse reactions,cytopenias,
IMBRUVICA,adverse reactions,atrial fibrillation,10003658.0
IMBRUVICA,adverse reactions,second primary malignancies,
IMBRUVICA,adverse reactions,tumor lysis syndrome,10045170.0
IMBRUVICA,adverse reactions,thrombocytopenia,10043551.0
IMBRUVICA,adverse reactions,neutropenia,10029354.0
IMBRUVICA,adverse reactions,diarrhea,10012735.0
IMBRUVICA,adverse reactions,anemia,10002034.0
IMBRUVICA,adverse reactions,fatigue,10016256.0
IMBRUVICA,adverse reactions,musculoskeletal pain,10028391.0
IMBRUVICA,adverse reactions,bruising,10006504.0
IMBRUVICA,adverse reactions,nausea,10028813.0
IMBRUVICA,adverse reactions,upper respiratory tract infection,10046306.0
IMBRUVICA,adverse reactions,rash,10037844.0
IMBRUVICA,adverse reactions,pneumonia,10035664.0
IMBRUVICA,adverse reactions,abdominal pain,10000081.0
IMBRUVICA,adverse reactions,dyspnea,10013968.0
IMBRUVICA,adverse reactions,constipation,10010774.0
IMBRUVICA,adverse reactions,vomiting,10047700.0
IMBRUVICA,adverse reactions,peripheral edema,10034570.0
IMBRUVICA,adverse reactions,decreased appetite,10061428.0
IMBRUVICA,adverse reactions,subdural hematoma,10042361.0
IMBRUVICA,adverse reactions,renal failure,10038435.0
IMBRUVICA,adverse reactions,lymphocytosis,10025280.0
IMBRUVICA,adverse reactions,intracranial hemorrhage,10022763.0
IMBRUVICA,adverse reactions,lethargy,10024264.0
IMBRUVICA,adverse reactions,gait instability,10017582.0
IMBRUVICA,adverse reactions,elevated uric acid levels,
IMBRUVICA,adverse reactions,hyperuricemia,10020903.0
IMBRUVICA,adverse reactions,hypersensitivity reactions,
IMBRUVICA,adverse reactions,anaphylactic shock,10002199.0
IMBRUVICA,adverse reactions,urticaria,10046735.0
IMBRUVICA,adverse reactions,angioedema.,
IMBRUVICA,warnings and precautions,hemorrhage,10055798.0
IMBRUVICA,warnings and precautions,bleeding events,
IMBRUVICA,warnings and precautions,subdural hematoma,10042361.0
IMBRUVICA,warnings and precautions,gastrointestinal bleeding,10017936.0
IMBRUVICA,warnings and precautions,hematuria,10018867.0
IMBRUVICA,warnings and precautions,post procedural hemorrhage,10051077.0
IMBRUVICA,warnings and precautions,bruising,10006504.0
IMBRUVICA,warnings and precautions,petechiae,10034754.0
IMBRUVICA,warnings and precautions,antiplatelet therapy,10053460.0
IMBRUVICA,warnings and precautions,anticoagulant therapy,10053468.0
IMBRUVICA,warnings and precautions,infections,
IMBRUVICA,warnings and precautions,progressive multifocal leukoencephalopathy,10036807.0
IMBRUVICA,warnings and precautions,fever,10016558.0
IMBRUVICA,warnings and precautions,cytopenias,
IMBRUVICA,warnings and precautions,neutropenia,10029354.0
IMBRUVICA,warnings and precautions,thrombocytopenia,10043551.0
IMBRUVICA,warnings and precautions,anemia,10002034.0
IMBRUVICA,warnings and precautions,complete blood counts,
IMBRUVICA,warnings and precautions,atrial fibrillation,10003658.0
IMBRUVICA,warnings and precautions,atrial flutter,10003662.0
IMBRUVICA,warnings and precautions,second primary malignancies,
IMBRUVICA,warnings and precautions,non-skin carcinomas,
IMBRUVICA,warnings and precautions,non-melanoma skin cancer,
IMBRUVICA,warnings and precautions,tumor lysis syndrome,10045170.0
IMBRUVICA,warnings and precautions,embryo-fetal toxicity,
IMBRUVICA,warnings and precautions,fetal harm,
IMBRUVICA,warnings and precautions,malformations,
IMBRUVICA,warnings and precautions,reduced fetal weights,
IMBRUVICA,warnings and precautions,pregnancy.,
ULORIC,adverse reactions,liver function abnormalities,
ULORIC,adverse reactions,nausea,10028813.0
ULORIC,adverse reactions,arthralgia,10003239.0
ULORIC,adverse reactions,rash,10037844.0
ULORIC,adverse reactions,dizziness,10013573.0
ULORIC,adverse reactions,anemia,10002034.0
ULORIC,adverse reactions,thrombocytopenic purpura,10043561.0
ULORIC,adverse reactions,leukocytosis,10024378.0
ULORIC,adverse reactions,leukopenia,10024384.0
ULORIC,adverse reactions,neutropenia,10029354.0
ULORIC,adverse reactions,pancytopenia,10033661.0
ULORIC,adverse reactions,splenomegaly,10041660.0
ULORIC,adverse reactions,thrombocytopenia,10043551.0
ULORIC,adverse reactions,angina pectoris,10002383.0
ULORIC,adverse reactions,atrial fibrillation,10003658.0
ULORIC,adverse reactions,ecg abnormal,10014085.0
ULORIC,adverse reactions,palpitations,10033557.0
ULORIC,adverse reactions,vision blurred,10047513.0
ULORIC,adverse reactions,hepatitis,10019717.0
ULORIC,adverse reactions,hepatomegaly,10019842.0
ULORIC,adverse reactions,hypersensitivity,10020751.0
ULORIC,adverse reactions,herpes zoster,10019974.0
ULORIC,adverse reactions,contusion,10050584.0
ULORIC,adverse reactions,anorexia,10002646.0
ULORIC,adverse reactions,diarrhea,10012735.0
ULORIC,adverse reactions,dry mouth,10013781.0
ULORIC,adverse reactions,dyspepsia,10013946.0
ULORIC,adverse reactions,vomiting,10047700.0
ULORIC,adverse reactions,fatigue,10016256.0
ULORIC,adverse reactions,gait disturbance,10017577.0
ULORIC,adverse reactions,insomnia,10022437.0
ULORIC,adverse reactions,renal failure,10038435.0
ULORIC,adverse reactions,nephrolithiasis,10029148.0
ULORIC,adverse reactions,urinary urgency,10046593.0
ULORIC,adverse reactions,erectile dysfunction,10061461.0
ULORIC,adverse reactions,cough,10011224.0
ULORIC,adverse reactions,dyspnea,10013968.0
ULORIC,adverse reactions,rash,10037844.0
ULORIC,adverse reactions,urticaria,10046735.0
ULORIC,adverse reactions,photosensitivity,10034966.0
ULORIC,adverse reactions,flushing,10016825.0
ULORIC,adverse reactions,increased sodium,
ULORIC,adverse reactions,increased cholesterol,
ULORIC,adverse reactions,increased triglycerides,
ULORIC,adverse reactions,increased potassium,
ULORIC,adverse reactions,and increased creatinine.,
ULORIC,warnings and precautions,gout flare,10064900.0
ULORIC,warnings and precautions,cardiovascular events,
ULORIC,warnings and precautions,hepatic effects,
ULORIC,warnings and precautions,gout flares,
ULORIC,warnings and precautions,cardiovascular thromboembolic events,
ULORIC,warnings and precautions,mi,10027524.0
ULORIC,warnings and precautions,stroke,10042244.0
ULORIC,warnings and precautions,hepatic failure,10019663.0
ULORIC,warnings and precautions,liver injury,10067125.0
ULORIC,warnings and precautions,transaminase elevations,
ULORIC,warnings and precautions,serum alanine aminotransferase,
ULORIC,warnings and precautions,alt,10001844.0
ULORIC,warnings and precautions,aspartate aminotransferase,10003476.0
ULORIC,warnings and precautions,ast,10003543.0
ULORIC,warnings and precautions,alkaline phosphatase,10001674.0
ULORIC,warnings and precautions,total bilirubin.,
CIMZIA,adverse reactions,upper respiratory tract infection,10046306.0
CIMZIA,adverse reactions,rash,10037844.0
CIMZIA,adverse reactions,urinary tract infection,10046571.0
CIMZIA,adverse reactions,serious infections,
CIMZIA,adverse reactions,malignancies,
CIMZIA,adverse reactions,heart failure,10019279.0
CIMZIA,adverse reactions,abdominal pain,10000081.0
CIMZIA,adverse reactions,diarrhea,10012735.0
CIMZIA,adverse reactions,intestinal obstruction,10022687.0
CIMZIA,adverse reactions,tuberculosis infections,
CIMZIA,adverse reactions,pyrexia,10037660.0
CIMZIA,adverse reactions,urticaria,10046735.0
CIMZIA,adverse reactions,pneumonia,10035664.0
CIMZIA,adverse reactions,nasopharyngitis,10028810.0
CIMZIA,adverse reactions,laryngitis,10023874.0
CIMZIA,adverse reactions,viral infection,10047461.0
CIMZIA,adverse reactions,bladder infection,10005047.0
CIMZIA,adverse reactions,bacteriuria,10004056.0
CIMZIA,adverse reactions,cystitis,10011781.0
CIMZIA,adverse reactions,arthralgia,10003239.0
CIMZIA,adverse reactions,anemia,10002034.0
CIMZIA,adverse reactions,leukopenia,10024384.0
CIMZIA,adverse reactions,lymphadenopathy,10025197.0
CIMZIA,adverse reactions,pancytopenia,10033661.0
CIMZIA,adverse reactions,thrombophilia,10057396.0
CIMZIA,adverse reactions,angina pectoris,10002383.0
CIMZIA,adverse reactions,arrhythmias,
CIMZIA,adverse reactions,atrial fibrillation,10003658.0
CIMZIA,adverse reactions,cardiac failure,10007554.0
CIMZIA,adverse reactions,hypertensive heart disease,10020823.0
CIMZIA,adverse reactions,myocardial infarction,10028596.0
CIMZIA,adverse reactions,myocardial ischemia,10028600.0
CIMZIA,adverse reactions,pericardial effusion,10034474.0
CIMZIA,adverse reactions,pericarditis,10034484.0
CIMZIA,adverse reactions,stroke,10042244.0
CIMZIA,adverse reactions,transient ischemic attack,10044390.0
CIMZIA,adverse reactions,optic neuritis,10030942.0
CIMZIA,adverse reactions,retinal hemorrhage,10038867.0
CIMZIA,adverse reactions,uveitis,10046851.0
CIMZIA,adverse reactions,bleeding,10005103.0
CIMZIA,adverse reactions,injection site reactions,10022097.0
CIMZIA,adverse reactions,elevated liver enzymes,10014481.0
CIMZIA,adverse reactions,hepatitis,10019717.0
CIMZIA,adverse reactions,alopecia totalis,10001766.0
CIMZIA,adverse reactions,anxiety,10002855.0
CIMZIA,adverse reactions,bipolar disorder,10057667.0
CIMZIA,adverse reactions,suicide attempt,10042464.0
CIMZIA,adverse reactions,nephrotic syndrome,10029164.0
CIMZIA,adverse reactions,renal failure,10038435.0
CIMZIA,adverse reactions,menstrual disorder,10027327.0
CIMZIA,adverse reactions,dermatitis,10012431.0
CIMZIA,adverse reactions,erythema nodosum,10015226.0
CIMZIA,adverse reactions,vasculitis,10047115.0
CIMZIA,adverse reactions,thrombophlebitis,10043570.0
CIMZIA,adverse reactions,systemic vasculitis,
CIMZIA,adverse reactions,stevens-johnson syndrome,10042033.0
CIMZIA,adverse reactions,toxic epidermal necrolysis,10044223.0
CIMZIA,adverse reactions,sarcoidosis,10039486.0
CIMZIA,boxed warnings,serious infections,
CIMZIA,boxed warnings,malignancy,
CIMZIA,boxed warnings,tuberculosis,10044755.0
CIMZIA,boxed warnings,bacterial sepsis,10053840.0
CIMZIA,boxed warnings,invasive fungal infections,
CIMZIA,boxed warnings,histoplasmosis,10020141.0
CIMZIA,boxed warnings,opportunistic pathogens,
CIMZIA,boxed warnings,lymphoma,10025310.0
