drug,adverse_event,comp_term,is_overlapping,similarity
XEOMIN,dry mouth,dry mouth diarrhea headache visual impairment,1,0.7594640254974365
XEOMIN,dry mouth,dry mouth diarrhea headache visual impairment dyspnea,1,0.7569136619567871
XEOMIN,dry mouth,eyelid ptosis dry dry mouth diarrhea headache,1,0.7151895761489868
XEOMIN,dry mouth,dry mouth diarrhea,1,0.8809130191802979
XEOMIN,dry mouth,dry dry mouth diarrhea headache visual impairment,1,0.7811182141304016
XEOMIN,dry mouth,are eyelid ptosis dry dry mouth,1,0.8110228776931763
XEOMIN,dry mouth,impairment dyspnea nasopharyngitis and,0,0.602612316608429
XEOMIN,headache,dry eye dry mouth diarrhea,0,0.5205615758895874
XEOMIN,headache,adverse reactions of patients and placebo are eyelid ptosis dry,0,0.5304813385009766
XEOMIN,headache,headache visual impairment dyspnea nasopharyngitis and,1,0.7197442054748535
XEOMIN,headache,headache visual,1,0.862754225730896
XEOMIN,headache,headache,1,1.0
XEOMIN,headache,headache visual impairment,1,0.7846415042877197
XEOMIN,headache,headache visual impairment dyspnea nasopharyngitis,1,0.7272346019744873
XEOMIN,headache,visual impairment,0,0.5156145691871643
XEOMIN,visual impairment,and respiratory,0,0.5447319149971008
XEOMIN,visual impairment,ptosis dry eye dry mouth diarrhea,0,0.6365522146224976
XEOMIN,visual impairment,infection,0,0.5417380332946777
XEOMIN,visual impairment,dry mouth diarrhea visual impairment,1,0.8260206580162048
XEOMIN,visual impairment,eyelid ptosis dry,0,0.6051415205001831
XEOMIN,dyspnea,dyspnea nasopharyngitis,1,0.8048471212387085
XEOMIN,dyspnea,dyspnea nasopharyngitis and respiratory,1,0.7751730680465698
XEOMIN,dyspnea,dyspnea,1,1.0
XEOMIN,nasopharyngitis,nasopharyngitis and,1,0.9384024143218994
XEOMIN,nasopharyngitis,headache visual impairment nasopharyngitis,1,0.8135786056518555
XEOMIN,nasopharyngitis,impairment,0,0.5236275792121887
XEOMIN,respiratory tract infection,impairment dyspnea nasopharyngitis respiratory tract infection Glabellar Lines,1,0.7240241765975952
XEOMIN,respiratory tract infection,impairment,0,0.5619474649429321
XEOMIN,respiratory tract infection,dyspnea nasopharyngitis respiratory tract infection Glabellar Lines The,1,0.7330482602119446
XEOMIN,respiratory tract infection,Glabellar Lines The most commonly observed adverse reaction of patients and,0,0.5061720013618469
XEOMIN,respiratory tract infection,visual impairment dyspnea nasopharyngitis respiratory tract infection,1,0.7461865544319153
XEOMIN,respiratory tract infection,observed adverse reaction,0,0.5653063654899597
XEOMIN,respiratory tract infection,respiratory tract infection Glabellar Lines The most commonly,1,0.7694091796875
XEOMIN,headache,ADVERSE REACTIONS contact Merz Pharmaceuticals LLC at,0,0.5199236273765564
XEOMIN,headache,The most,0,0.5171458721160889
XEOMIN,headache,observed adverse reaction of patients and placebo,0,0.5426073670387268
XEOMIN,headache,of patients and placebo headache To report,1,0.7555232048034668
XEOMIN,dysphagia,dysphagia neck pain muscle weakness injection,1,0.7649931907653809
XEOMIN,dysphagia,XEOMIN Units or Units dysphagia neck pain,1,0.7341548204421997
XEOMIN,dysphagia,weakness injection site pain and musculoskeletal pain,0,0.5304831266403198
XEOMIN,dysphagia,pain muscle weakness injection site pain and musculoskeletal pain,0,0.5191310048103333
XEOMIN,dysphagia,or Units dysphagia neck pain muscle weakness injection,1,0.7718345522880554
XEOMIN,dysphagia,Table Most Commo,0,0.5944693088531494
XEOMIN,dysphagia,Units or Units dysphagia neck pain muscle weakness injection,1,0.7504512071609497
XEOMIN,neck pain,included neck,1,0.7260710597038269
XEOMIN,neck pain,Units,0,0.4478202164173126
XEOMIN,neck pain,Units or Units included neck,1,0.6625073552131653
XEOMIN,neck pain,and musculoskeletal pain Table,0,0.659690260887146
XEOMIN,neck pain,neck pain muscle weakness injection,1,0.8001041412353516
XEOMIN,neck pain,muscle weakness injection site pain,0,0.627036452293396
XEOMIN,neck pain,site pain and musculoskeletal pain Table Most Common,0,0.6428536772727966
XEOMIN,neck pain,injection site pain and,0,0.6150804758071899
XEOMIN,neck pain,or Units included neck,1,0.6812398433685303
XEOMIN,neck pain,observed in patients who,0,0.5301934480667114
XEOMIN,muscle weakness,muscle weakness injection site,1,0.80857253074646
XEOMIN,muscle weakness,TEAEs and Greater t,0,0.48625442385673523
XEOMIN,muscle weakness,Units included dysphagia neck muscle weakness injection site pain and,1,0.6976941823959351
XEOMIN,muscle weakness,muscle weakness injection site pain and,1,0.7920666933059692
XEOMIN,muscle weakness,Units included dysphagia neck muscle weakness injection site pain,1,0.6856025457382202
XEOMIN,muscle weakness,observed in,0,0.47762492299079895
XEOMIN,injection site pain,site pain and musculoskeletal pain,1,0.7621763348579407
XEOMIN,injection site pain,neck pain muscle injection site pain and,1,0.8455088138580322
XEOMIN,injection site pain,pain muscle,0,0.6602263450622559
XEOMIN,injection site pain,pain Table Most Common TEAEs and Greater than,0,0.6338320970535278
XEOMIN,injection site pain,and musculoskeletal,0,0.549697756767273
XEOMIN,injection site pain,Table Most Common,0,0.44910600781440735
XEOMIN,injection site pain,injection site pain,1,0.9999999403953552
XEOMIN,musculoskeletal pain,and,0,0.504734992980957
XEOMIN,blepharospasm,blepharospasm previously treated,1,0.9146708250045776
XEOMIN,blepharospasm,the placebocontrolled Phase trial in patients,0,0.5568585991859436
XEOMIN,blepharospasm,blepharospasm previously treated with,1,0.9063478112220764
XEOMIN,blepharospasm,blepharospasm previously,1,0.9593496322631836
XEOMIN,blepharospasm,Phase trial in patients blepharospasm previously treated with onabotulinumtoxinA Botox,1,0.8508079648017883
XEOMIN,blepharospasm,previously treated with onabotulinumtoxinA Botox see Clinical,0,0.6480641961097717
XEOMIN,blepharospasm,in patients blepharospasm previously treated with,1,0.8909974098205566
XEOMIN,blepharospasm,Botox see Clinical Studies patients,0,0.5844635963439941
XEOMIN,eyelid ptosis,Botox see Clinical Studies patients,0,0.566932201385498
XEOMIN,eyelid ptosis,dry eye dry mouth diarrhea headache visual impairment dyspnea nasopharyngitis,0,0.599300742149353
XEOMIN,dry mouth,Phase study were eyelid ptosis dry eye,0,0.6102182865142822
XEOMIN,dry mouth,dry mouth diarrhea headache,1,0.800921618938446
XEOMIN,dry mouth,diarrhea headache visual impairment dyspnea nasopharyngitis and respiratory tract infection,0,0.5951672792434692
XEOMIN,dry mouth,dry,1,0.7593777179718018
XEOMIN,dry mouth,eyelid ptosis dry dry mouth,1,0.8265263438224792
XEOMIN,dry mouth,respiratory,0,0.5479685664176941
XEOMIN,dry mouth,eyelid ptosis dry dry mouth diarrhea headache visual,1,0.70680171251297
XEOMIN,dry mouth,in,0,0.529272198677063
XEOMIN,dry mouth,patients and greater than placebo,0,0.5562849640846252
XEOMIN,dry mouth,dry mouth,1,0.9999998807907104
XEOMIN,diarrhea,diarrhea headache,1,0.8032464981079102
XEOMIN,diarrhea,diarrhea,1,0.9999999403953552
XEOMIN,diarrhea,dyspnea nasopharyngitis,0,0.5930317640304565
XEOMIN,diarrhea,eyelid ptosis dry eye,0,0.5114153623580933
XEOMIN,diarrhea,ptosis dry eye dry diarrhea headache visual impairment dyspnea,1,0.6829899549484253
XEOMIN,headache,and greater than placebo in the Phase study were eyelid ptosis,0,0.5459058880805969
XEOMIN,headache,dry,0,0.550058901309967
XEOMIN,headache,dry mouth headache visual impairment dyspnea nasopharyngitis,1,0.6710072755813599
XEOMIN,headache,ptosis dry,0,0.553773820400238
XEOMIN,visual impairment,mouth diarrhea,0,0.5341179370880127
XEOMIN,dyspnea,in patients,0,0.5757851600646973
XEOMIN,dyspnea,headache visual dyspnea nasopharyngitis and,1,0.6732450723648071
XEOMIN,dyspnea,the Phase study were eyelid ptosis dry eye dry mouth diarrhea,0,0.5378374457359314
XEOMIN,dyspnea,in the Phase study were eyelid ptosis dry eye dry,0,0.5237504243850708
XEOMIN,dyspnea,were eyelid ptosis dry eye dry,0,0.5020806789398193
XEOMIN,dyspnea,in the Phase study were eyelid,0,0.5041434168815613
XEOMIN,nasopharyngitis,and respiratory tract infection No serious adverse events occurred in patients,0,0.6146636009216309
XEOMIN,nasopharyngitis,headache visual impairment,0,0.5535837411880493
XEOMIN,nasopharyngitis,nasopharyngitis,1,1.0000001192092896
XEOMIN,nasopharyngitis,ase study were eyelid ptosis dry eye dry mouth,0,0.5495232343673706
XEOMIN,nasopharyngitis,diarrhea headache visual impairment nasopharyngitis and respiratory,1,0.7408900260925293
XEOMIN,nasopharyngitis,nasopharyngitis and respiratory,1,0.873315691947937
XEOMIN,nasopharyngitis,impairment nasopharyngitis and respiratory,1,0.8097611665725708
XEOMIN,respiratory tract infection,visual impairment dyspnea nasopharyngitis respiratory tract,1,0.7062650918960571
XEOMIN,respiratory tract infection,eye dry mouth diarrhea headache visual,0,0.5612982511520386
XEOMIN,respiratory tract infection,id ptosis dry,0,0.5116626024246216
XEOMIN,respiratory tract infection,respiratory tract infection No,1,0.8895004391670227
XEOMIN,respiratory tract infection,nasopharyngitis respiratory tract infection,1,0.8633017539978027
XEOMIN,dyspnea,of Clinical Tr,0,0.5696752667427063
XEOMIN,dyspnea,than Placebo DoubleBlind Phase of,0,0.5092242956161499
XEOMIN,dyspnea,dyspnea Table,1,0.8767045736312866
XEOMIN,dyspnea,serious adverse dyspnea Table Most Common,1,0.8119546175003052
XEOMIN,dyspnea,dyspnea Table Most Common TEAEs and,1,0.8181484937667847
XEOMIN,dyspnea,dyspnea Table Most Common TEAEs,1,0.8258645534515381
XEOMIN,dyspnea,dyspnea Table Most,1,0.867662787437439
XEOMIN,facial paresis,subjects were headache,0,0.5874431729316711
XEOMIN,facial paresis,adverse events,0,0.510018527507782
XEOMIN,injection site hematoma,occurred in two placebotreated sub,0,0.520690381526947
XEOMIN,eyelid edema,were,0,0.4560202360153198
XEOMIN,eyelid edema,hematoma eyelid,1,0.7545427083969116
XEOMIN,eyelid edema,site hematoma eyelid edema Four,1,0.8515276908874512
XEOMIN,eyelid edema,eyelid edema,1,1.0000001192092896
XEOMIN,eyelid edema,eyelid edema Four serious adverse,1,0.8896790742874146
XEOMIN,eyelid edema,hematoma eyelid edema Four serious adverse events occurred,1,0.8024120926856995
XEOMIN,eyelid edema,eyelid edema Four,1,0.9385027885437012
XEOMIN,eyelid edema,subjects were headache facial,0,0.5855011940002441
XEOMIN,eyelid edema,subjects Six,0,0.46008574962615967
XEOMIN,brow ptosis,brow ptosis General disorders,1,0.8954448103904724
XEOMIN,brow ptosis,subjects Six,0,0.46361204981803894
XEOMIN,brow ptosis,Facial paresis,0,0.674572229385376
XEOMIN,Injection site hematoma,Injection site,1,0.8221349120140076
XEOMIN,Injection site hematoma,conditions,0,0.5151150226593018
XEOMIN,Injection site hematoma,Injection site hematoma,1,0.9999999403953552
XEOMIN,Injection site hematoma,tion,0,0.512897789478302
XEOMIN,Injection site hematoma,tion site,0,0.5988460779190063
XEOMIN,Injection site hematoma,site hematoma Injection si,1,0.9224587082862854
XEOMIN,Injection site hematoma,tion site Injection site hematoma Injection si,1,0.9620344638824463
XEOMIN,Injection site hematoma,site Injection,1,0.7837860584259033
XEOMIN,Injection site swelling,pain,0,0.6234201192855835
XEOMIN,Sensation of pressure,Sensation of pressure Eye,1,0.8636179566383362
XEOMIN,Sensation of pressure,pain,0,0.6190113425254822
XEOMIN,injection site hematoma,followed injection site,1,0.7933487892150879
XEOMIN,injection site hematoma,injection site hematoma in subjects Adverse reactions,1,0.9188913106918335
XEOMIN,injection site hematoma,reported for subjects followed injection site hematoma in,1,0.9367265105247498
XEOMIN,injection site hematoma,reported for subjects followed injection site,1,0.7673219442367554
XEOMIN,injection site hematoma,than of subjects were facial paresis,0,0.49233680963516235
XEOMIN,injection site hematoma,subjects followed injection,1,0.7084007263183594
XEOMIN,injection site hematoma,injection site hematoma in subjects Adverse,1,0.9486076831817627
XEOMIN,injection site hematoma,followed injection site hematoma,1,0.9768633842468262
XEOMIN,injection site hematoma,site hematoma in,1,0.8847140073776245
XEOMIN,facial paresis,subjects Adverse reactions reported in less than,0,0.5419566035270691
XEOMIN,facial paresis,subjects were,0,0.49204906821250916
XEOMIN,facial paresis,subjects facial,1,0.721531331539154
XEOMIN,facial paresis,facial paresis brow ptosis muscle disorder elevation,1,0.8263832330703735
XEOMIN,brow ptosis,facial,0,0.6130610704421997
XEOMIN,brow ptosis,brow ptosis muscle disorder,1,0.9011834859848022
XEOMIN,brow ptosis,of eyebrow injection site pain,0,0.6823416948318481
XEOMIN,brow ptosis,facial brow ptosis,1,0.9714391827583313
XEOMIN,brow ptosis,subjects were facial brow ptosis muscle disorder elevation of eyebrow,1,0.8803187608718872
XEOMIN,brow ptosis,injection site pain and eyelid edema,0,0.585721492767334
XEOMIN,brow ptosis,eyelid edema Immunoge,0,0.6013104915618896
XEOMIN,brow ptosis,brow ptosis muscle disorder elevation,1,0.8800138235092163
XEOMIN,brow ptosis,brow,1,0.8329496383666992
XEOMIN,muscle disorder,muscle disorder elevation of eyebrow injection site,1,0.7097207307815552
XEOMIN,muscle disorder,were,0,0.4696659445762634
XEOMIN,elevation of eyebrow,pain and eyelid edema Immunogenicity As with all,0,0.5261557102203369
XEOMIN,elevation of eyebrow,of eyebrow injection site pain and eyelid,1,0.7228006720542908
XEOMIN,injection site pain,elevation of injection site,1,0.843847930431366
XEOMIN,injection site pain,site pain and eyelid edema Immunogenicity,1,0.7209547758102417
XEOMIN,injection site pain,muscle disorder elevation of injection site pain and,1,0.8478015661239624
XEOMIN,injection site pain,disorder elevation of injection,1,0.7320274114608765
XEOMIN,eyelid edema,eyelid edema Immunogenicity As with,1,0.8477833271026611
XEOMIN,eyelid edema,site pain eyelid edema,1,0.9132876396179199
XEOMIN,eyelid edema,eyelid edema Immunogenicity As with all,1,0.8262523412704468
XEOMIN,eyelid edema,site pain eyelid edema Immunogenicity As with,1,0.8282151222229004
XEOMIN,eye swelling,drug eye,1,0.6747324466705322
XEOMIN,eye swelling,eye swelling eyelid,1,0.9313449859619141
XEOMIN,eyelid edema,eyelid edema dysphagia,1,0.8654940128326416
XEOMIN,eyelid edema,drug eye,1,0.6542109251022339
XEOMIN,eyelid edema,drug exposure,0,0.5362746119499207
XEOMIN,dysphagia,dysphagia nausea flulike symptoms injection site,1,0.766553521156311
XEOMIN,dysphagia,dysphagia nausea flulike symptoms,1,0.8078827261924744
XEOMIN,dysphagia,dysphagia nausea flulike,1,0.8120760917663574
XEOMIN,dysphagia,causal relationship to drug exposure eye swelling,0,0.48725682497024536
XEOMIN,nausea,nausea flulike symptoms,1,0.8170050382614136
XEOMIN,nausea,causal relationship to drug exposure eye swelling,0,0.5778987407684326
XEOMIN,nausea,edema nausea flulike symptoms injection site,1,0.7236950397491455
XEOMIN,nausea,eye swelling eyelid edema nausea flulike,1,0.7367890477180481
XEOMIN,nausea,nausea flulike symptoms injection,1,0.7813944816589355
XEOMIN,flu-like symptoms,eyelid edema dysphagia flu-like,1,0.7367002964019775
XEOMIN,flu-like symptoms,swelling eyelid edema dysphagia flu-like symptoms injection site,1,0.7570264935493469
XEOMIN,flu-like symptoms,allergic,0,0.5943447947502136
XEOMIN,injection site pain,injection site pain injection site,1,0.9649953842163086
XEOMIN,injection site pain,eye swelling eyelid edema dysphagia nausea,0,0.5280874967575073
XEOMIN,injection site pain,dysphagia nausea flulike injection site pain injection site reaction,1,0.8204574584960938
XEOMIN,injection site pain,dysphagia,0,0.48977699875831604
XEOMIN,injection site pain,site pain injection site,1,0.9486261606216431
XEOMIN,injection site pain,injection,1,0.788942813873291
XEOMIN,injection site pain,exposure eye swelling eyelid,0,0.5107994079589844
XEOMIN,injection site pain,nausea flulike injection site pain injection site reaction allergic,1,0.8479715585708618
XEOMIN,injection site pain,drug exposure eye swelling eyelid edema dysphagia nausea flulike,0,0.5767518877983093
XEOMIN,injection site pain,edema dysphagia nausea flulike injection site,1,0.7459361553192139
XEOMIN,injection site reaction,injection,1,0.7873796820640564
XEOMIN,injection site reaction,symptoms,0,0.5481665134429932
XEOMIN,injection site reaction,site injection site reaction,1,0.9607086181640625
XEOMIN,injection site reaction,site injection site reaction allergic dermatitis localized allergic reactions,1,0.8964806795120239
XEOMIN,injection site reaction,site reaction allergic dermatitis localized allergic,1,0.7864887714385986
XEOMIN,injection site reaction,swelling,0,0.5692324638366699
XEOMIN,injection site reaction,like swelling edema,0,0.5600273013114929
XEOMIN,injection site reaction,eyelid edema dysphagia nausea flulike,0,0.5258523225784302
XEOMIN,allergic dermatitis,pain injection,0,0.5108067989349365
XEOMIN,allergic dermatitis,reaction,0,0.5924883484840393
XEOMIN,allergic dermatitis,dysphagia nausea flulike symptoms injection site pain injection site,0,0.5314011573791504
XEOMIN,localized allergic reactions,reaction allergic localized,1,0.9478264451026917
XEOMIN,herpes zoster,dermatitis,0,0.6408579349517822
XEOMIN,muscular weakness,edema erythema pruritus or rash,0,0.5329826474189758
XEOMIN,muscular weakness,muscular,1,0.7599583864212036
XEOMIN,muscular weakness,muscular weakness muscle spasm dysarthria myalgia and,1,0.8517988920211792
XEOMIN,muscular weakness,localized allergic reactions like swelling edema erythema,0,0.5284024477005005
XEOMIN,muscular weakness,muscle spasm dysarthria myalgia and,0,0.7037076950073242
XEOMIN,muscular weakness,spasm dysarthria myalgia and hypersensitivity,0,0.6418232917785645
XEOMIN,muscular weakness,pruritus or rash herpes muscular weakness,1,0.7648553848266602
XEOMIN,muscular weakness,muscle spasm dysarthria,0,0.699699878692627
XEOMIN,muscular weakness,rash herpes muscular weakness muscle,1,0.7951898574829102
XEOMIN,muscle spasm,pruritus or rash herpes zoster muscular weakness,0,0.6440232396125793
XEOMIN,muscle spasm,muscular weakness,0,0.72471684217453
XEOMIN,muscle spasm,herpes zoster muscular muscle,1,0.6615778207778931
XEOMIN,muscle spasm,muscle,1,0.7549057006835938
XEOMIN,muscle spasm,zoster muscular muscle spasm dysarthria myalgia and hypersensitivity,1,0.7403281927108765
XEOMIN,muscle spasm,muscle spasm dysarthria myalgia and hypersensitivity,1,0.8089745044708252
XEOMIN,muscle spasm,muscle spasm dysarthria,1,0.8337834477424622
XEOMIN,muscle spasm,ergic reactions like swelling edema erythema,0,0.6323332190513611
XEOMIN,muscle spasm,muscle spasm,1,1.0
XEOMIN,muscle spasm,herpes,0,0.5215997695922852
XEOMIN,dysarthria,muscle dysarthria myalgia,1,0.8031126856803894
XEOMIN,dysarthria,herpes,0,0.50005042552948
XEOMIN,myalgia,myalgia,1,0.9999996423721313
XEOMIN,myalgia,spasm myalgia and,1,0.8087482452392578
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,REACTIONS following adverse reactions,1,0.6583431959152222
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,scussed in greater detail in o,1,0.6024234294891357
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,to XEOMIN are di,0,0.591062605381012
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,the labeling Hypersensitivity see Contraindications,0,0.5635554194450378
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,scussed in greater detail in o ther sections,1,0.5936727523803711
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,detail in o ther sections,1,0.5438408851623535
XEOMIN,DISTANT SPREAD OF TOXIN EFFECT,XEOMIN are scussed in greater detail in o ther sections,1,0.6136822700500488
XEOMIN,spread from the area of injection,"Precautions (5.3)  ]  
 *  Dyspha gia",1,0.6063715219497681
XEOMIN,spread from the area of injection,detail in o ther sections,1,0.5526896715164185
XEOMIN,spread from the area of injection,and Warnings Precautions (5.3) ] *,1,0.5813453197479248
XEOMIN,spread from the area of injection,and,0,0.49610400199890137
XEOMIN,spread from the area of injection,Precautions (5.3) ] * Dyspha gia,1,0.6063715219497681
XEOMIN,spread from the area of injection,gia and Breathing,0,0.5199434757232666
XEOMIN,spread from the area of injection,* Dyspha gia and Breathing Difficulties,1,0.51361483335495
XEOMIN,spread from the area of injection,"Contraindications and Warnings Precautions (5.3)  ]  
 *  Dyspha gia and Breathing Difficulties in",1,0.5394772291183472
XEOMIN,toxin effects,cervical dyst,1,0.5572000741958618
XEOMIN,toxin effects,of,0,0.5009933114051819
XEOMIN,toxin effects,cervical dyst onia see,1,0.546694278717041
XEOMIN,toxin effects,Difficulties in Treatment cervical,1,0.5208069086074829
XEOMIN,toxin effects,Breathing Difficulties in Treatment cervical dyst onia see Warnings and,1,0.5646874904632568
XEOMIN,toxin effects,cervical dyst onia see Warnings and,1,0.6026023626327515
XEOMIN,toxin effects,of Effects from Toxin see Warnings,0,0.8943759202957153
XEOMIN,toxin effects,and,0,0.5122621655464172
XEOMIN,asthenia,Difficulties in,0,0.5516207218170166
XEOMIN,asthenia,and Pre cautions Spread of Effects from,1,0.5612763166427612
XEOMIN,asthenia,Difficulties in Treatment,0,0.5811006426811218
XEOMIN,asthenia, and Pre cautions Spread of Effects,1,0.5515408515930176
XEOMIN,asthenia,cervical dystonia see  and Pre cautions Spread of Effects,1,0.5918530821800232
XEOMIN,asthenia,see and Pre,1,0.5370208024978638
XEOMIN,asthenia,Toxin see Warnings and Precautions,0,0.5263956785202026
XEOMIN,generalized muscle weakness,(5.4) ] * Sprea,1,0.47421956062316895
XEOMIN,generalized muscle weakness,d of Effects from Toxin see Warnings and Precautions EXCERPT Cervical,0,0.5333930253982544
XEOMIN,generalized muscle weakness,dystonia see Warnings and utions (5.4) ] *,1,0.6131258010864258
XEOMIN,generalized muscle weakness,Warnings and utions (5.4) ] *,1,0.4998817443847656
XEOMIN,generalized muscle weakness,Preca,0,0.5087147951126099
XEOMIN,generalized muscle weakness,utions (5.4) ] *,1,0.47868937253952026
XEOMIN,generalized muscle weakness,and utions (5.4) ] *,1,0.46444618701934814
XEOMIN,generalized muscle weakness,"utions (5.4)   ] 
 *  Sprea d of",1,0.49529826641082764
XEOMIN,generalized muscle weakness,"Warnings and utions (5.4)   ] 
 *  Sprea d of Effects from Toxin",1,0.5372616052627563
XEOMIN,diplopia,see Warnings and Precautions Spread,0,0.49072301387786865
XEOMIN,blurred vision,Toxin [s ee Warnings and,1,0.5317764282226562
XEOMIN,blurred vision,Effects,0,0.5723796486854553
XEOMIN,blurred vision,Precautions Spread of from Toxin [s,1,0.5314750671386719
XEOMIN,ptosis,Effects from Toxin   Warn,1,0.507501482963562
XEOMIN,ptosis,Precautions Spread of from Toxin [s,1,0.5009085536003113
XEOMIN,ptosis,  Warn ings and Precautions EXCERPT,1,0.4921838641166687
XEOMIN,dysphagia,from Toxin see gs and Pr,1,0.556978702545166
XEOMIN,dysphagia,  Warn ings and Precautions EXCERPT,1,0.5254542231559753
XEOMIN,dysphagia,The most commonly observed,0,0.5338462591171265
XEOMIN,dysphagia,gs and Pr ecautions EXCERPT Cervical Dystonia,1,0.5849597454071045
XEOMIN,dysphagia,gs and Pr ecautions EXCERPT Cervical Dystonia The,1,0.5836806297302246
XEOMIN,dysphagia,ecautions EXCERPT Cervical,0,0.5903075337409973
XEOMIN,dysphagia,Warnings and Precautions Spread,0,0.5062857270240784
XEOMIN,dysphagia,Effects from Toxin see gs and Pr ecautions EXCERPT Cervical Dystonia The,1,0.5902768969535828
XEOMIN,dysphagia,Toxin see,0,0.5398060083389282
XEOMIN,dysphagia,Effects from Toxin see gs and Pr ecautions EXCERPT Cervical,1,0.5645040273666382
XEOMIN,dysphonia,autions ( EXCERPT Cervical,1,0.560948371887207
XEOMIN,dysphonia,Warnings and Precautions Spread of Effects from Toxin see Warnings and Prec,0,0.49598681926727295
XEOMIN,dysphonia,Dystonia The,0,0.6377704739570618
XEOMIN,dysphonia,autions ( EXCERPT Cervical Dystonia The most,1,0.610777735710144
XEOMIN,dysphonia,autions ( EXCERPT Cervical Dystonia,1,0.6199581027030945
XEOMIN,dysphonia,and autions ( EXCERPT Cervical Dystonia The,1,0.6104243993759155
