drug_name,section_name,term,meddra_code
TIVICAY,warnings and precautions,transaminase elevations,
TIVICAY,warnings and precautions,redistribution/accumulation of body fat,
TIVICAY,warnings and precautions,immune reconstitution syndrome,10054014.0
TIVICAY,warnings and precautions,severe rash,
TIVICAY,warnings and precautions,fever,10016558.0
TIVICAY,warnings and precautions,general malaise,10018066.0
TIVICAY,warnings and precautions,fatigue,10016256.0
TIVICAY,warnings and precautions,muscle or joint aches,
TIVICAY,warnings and precautions,blisters,10005216.0
TIVICAY,warnings and precautions,peeling of the skin,
TIVICAY,warnings and precautions,oral blisters,
TIVICAY,warnings and precautions,lesions,
TIVICAY,warnings and precautions,conjunctivitis,10010741.0
TIVICAY,warnings and precautions,facial edema,
TIVICAY,warnings and precautions,hepatitis,10019717.0
TIVICAY,warnings and precautions,eosinophilia,10014950.0
TIVICAY,warnings and precautions,angioedema,10002424.0
TIVICAY,warnings and precautions,difficulty breathing,10012791.0
TIVICAY,warnings and precautions,central obesity,10065941.0
TIVICAY,warnings and precautions,dorsocervical fat enlargement (buffalo hump),
TIVICAY,warnings and precautions,peripheral wasting,
TIVICAY,warnings and precautions,facial wasting,10056866.0
TIVICAY,warnings and precautions,breast enlargement,10006242.0
TIVICAY,warnings and precautions,"""cushingoid appearance""",
TIVICAY,warnings and precautions,inflammatory response,
TIVICAY,warnings and precautions,mycobacterium avium  infection,
TIVICAY,warnings and precautions,cytomegalovirus,
TIVICAY,warnings and precautions,pneumocystis jirovecii  pneumonia,
TIVICAY,warnings and precautions,tuberculosis,10044755.0
TIVICAY,warnings and precautions,autoimmune disorders,10003816.0
TIVICAY,warnings and precautions,graves' disease,10018706.0
TIVICAY,warnings and precautions,polymyositis,10036102.0
TIVICAY,warnings and precautions,guillain-barre syndrome.,
TAFINLAR,adverse reactions,,
TAFINLAR,warnings and precautions,retinal vein occlusion,10038907.0
TAFINLAR,warnings and precautions,interstitial lung disease,10022611.0
TAFINLAR,warnings and precautions,new primary malignancies,
TAFINLAR,warnings and precautions,increased cell proliferation,
TAFINLAR,warnings and precautions,hemorrhage,10055798.0
TAFINLAR,warnings and precautions,venous thromboembolism,10066899.0
TAFINLAR,warnings and precautions,cardiomyopathy,10007636.0
TAFINLAR,warnings and precautions,ocular toxicities,
TAFINLAR,warnings and precautions,serious febrile reactions,
TAFINLAR,warnings and precautions,serious skin toxicity,
TAFINLAR,warnings and precautions,hyperglycemia,10020635.0
TAFINLAR,warnings and precautions,glucose-6-phosphate dehydrogenase deficiency,10018444.0
TAFINLAR,warnings and precautions,embryofetal toxicity,
HORIZANT,adverse reactions,,
HORIZANT,warnings and precautions,,
IMBRUVICA,adverse reactions,,
IMBRUVICA,warnings and precautions,hemorrhage,10055798.0
IMBRUVICA,warnings and precautions,infections,
IMBRUVICA,warnings and precautions,cytopenias,
IMBRUVICA,warnings and precautions,atrial fibrillation,10003658.0
IMBRUVICA,warnings and precautions,second primary malignancies,
IMBRUVICA,warnings and precautions,tumor lysis syndrome,10045170.0
IMBRUVICA,warnings and precautions,embryo-fetal toxicity,
ULORIC,adverse reactions,,
ULORIC,warnings and precautions,gout flare,10064900.0
ULORIC,warnings and precautions,cardiovascular events,
ULORIC,warnings and precautions,cardiovascular thromboembolic events,
ULORIC,warnings and precautions,mi,10027524.0
ULORIC,warnings and precautions,stroke,10042244.0
ULORIC,warnings and precautions,hepatic effects,
ULORIC,warnings and precautions,hepatic failure,10019663.0
ULORIC,warnings and precautions,liver injury,10067125.0
ULORIC,warnings and precautions,transaminase elevations,
ULORIC,warnings and precautions,fatigue,10016256.0
ULORIC,warnings and precautions,anorexia,10002646.0
ULORIC,warnings and precautions,right upper abdominal discomfort,10078461.0
ULORIC,warnings and precautions,dark urine,10085963.0
ULORIC,warnings and precautions,jaundice,10023126.0
ULORIC,warnings and precautions,abnormal liver tests,
ULORIC,warnings and precautions,serum alt greater than three times the reference range,
ULORIC,warnings and precautions,serum total bilirubin greater than two times the reference range,
ULORIC,warnings and precautions,severe drug-induced liver injury,
CIMZIA,adverse reactions,,
CIMZIA,boxed warnings,serious infections,
CIMZIA,boxed warnings,malignancy,
CIMZIA,boxed warnings,active tuberculosis,10071157.0
CIMZIA,boxed warnings,reactivation of latent tuberculosis,
CIMZIA,boxed warnings,invasive fungal infections,
CIMZIA,boxed warnings,histoplasmosis,10020141.0
CIMZIA,boxed warnings,coccidioidomycosis,10009825.0
CIMZIA,boxed warnings,candidiasis,10007152.0
CIMZIA,boxed warnings,aspergillosis,10003488.0
CIMZIA,boxed warnings,blastomycosis,10005098.0
CIMZIA,boxed warnings,pneumocystosis,10035662.0
CIMZIA,boxed warnings,bacterial infections,
CIMZIA,boxed warnings,viral infections,
CIMZIA,boxed warnings,infections due to opportunistic pathogens,
CIMZIA,boxed warnings,legionella infection,10061266.0
CIMZIA,boxed warnings,listeria infection,10024638.0
CIMZIA,boxed warnings,sepsis,10040047.0
CIMZIA,boxed warnings,lymphoma,10025310.0
CIMZIA,warnings and precautions,,
KALYDECO,adverse reactions,transaminase elevations,
KALYDECO,adverse reactions,headache,10019211.0
KALYDECO,adverse reactions,oropharyngeal pain,10068319.0
KALYDECO,adverse reactions,upper respiratory tract infection,10046306.0
KALYDECO,adverse reactions,nasal congestion,10028735.0
KALYDECO,adverse reactions,abdominal pain,10000081.0
KALYDECO,adverse reactions,nasopharyngitis,10028810.0
KALYDECO,adverse reactions,diarrhea,10012735.0
KALYDECO,adverse reactions,rash,10037844.0
KALYDECO,adverse reactions,nausea,10028813.0
KALYDECO,adverse reactions,dizziness,10013573.0
KALYDECO,adverse reactions,increased hepatic enzymes,
KALYDECO,adverse reactions,hypoglycemia,10020993.0
KALYDECO,adverse reactions,rhinitis,10039083.0
KALYDECO,adverse reactions,arthralgia,10003239.0
KALYDECO,adverse reactions,bacteria in sputum,
KALYDECO,adverse reactions,aspartate aminotransferase increased,10003481.0
KALYDECO,adverse reactions,musculoskeletal chest pain,10050819.0
KALYDECO,adverse reactions,myalgia,10028411.0
KALYDECO,adverse reactions,sinus headache,10040744.0
KALYDECO,adverse reactions,pharyngeal erythema,10057009.0
KALYDECO,adverse reactions,pleuritic pain,10035623.0
KALYDECO,adverse reactions,sinus congestion,10040742.0
KALYDECO,adverse reactions,wheezing,10047924.0
KALYDECO,adverse reactions,acne,10000496.0
KALYDECO,warnings and precautions,elevated transaminases (alt or ast),
KALYDECO,warnings and precautions,use with cyp3a inducers,
KALYDECO,warnings and precautions,cataracts,10007771.0
KALYDECO,warnings and precautions,non-congenital lens opacities,
FULYZAQ,adverse reactions,upper respiratory tract infection,10046306.0
FULYZAQ,adverse reactions,bronchitis,10006451.0
FULYZAQ,adverse reactions,cough,10011224.0
FULYZAQ,adverse reactions,flatulence,10016766.0
FULYZAQ,adverse reactions,increased bilirubin,
FULYZAQ,adverse reactions,nausea,10028813.0
FULYZAQ,adverse reactions,back pain,10003988.0
FULYZAQ,adverse reactions,arthralgia,10003239.0
FULYZAQ,adverse reactions,urinary tract infection,10046571.0
FULYZAQ,adverse reactions,nasopharyngitis,10028810.0
FULYZAQ,adverse reactions,musculoskeletal pain,10028391.0
FULYZAQ,adverse reactions,hemorrhoids,10019022.0
FULYZAQ,adverse reactions,giardiasis,10018262.0
FULYZAQ,adverse reactions,anxiety,10002855.0
FULYZAQ,adverse reactions,increased alanine aminotransferase,
FULYZAQ,adverse reactions,abdominal distension,10000060.0
FULYZAQ,adverse reactions,abdominal pain,10000081.0
FULYZAQ,adverse reactions,acne,10000496.0
FULYZAQ,adverse reactions,increased aspartate aminotransferase,
FULYZAQ,adverse reactions,increased conjugated bilirubin,
FULYZAQ,adverse reactions,increased unconjugated blood bilirubin,
FULYZAQ,adverse reactions,constipation,10010774.0
FULYZAQ,adverse reactions,depression,10012378.0
FULYZAQ,adverse reactions,dermatitis,10012431.0
FULYZAQ,adverse reactions,dizziness,10013573.0
FULYZAQ,adverse reactions,dry mouth,10013781.0
FULYZAQ,adverse reactions,dyspepsia,10013946.0
FULYZAQ,adverse reactions,gastroenteritis,10017888.0
FULYZAQ,adverse reactions,herpes zoster,10019974.0
FULYZAQ,adverse reactions,nephrolithiasis,10029148.0
FULYZAQ,adverse reactions,pain in extremity,10033425.0
FULYZAQ,adverse reactions,pollakiuria,10036018.0
FULYZAQ,adverse reactions,procedural pain,10064882.0
FULYZAQ,adverse reactions,seasonal allergy,10048908.0
FULYZAQ,adverse reactions,sinusitis,10040753.0
FULYZAQ,adverse reactions,decreased white blood cell count.,
FULYZAQ,warnings and precautions,infectious diarrhea,10021907.0
FULYZAQ,warnings and precautions,disease may worsen,
QUTENZA,adverse reactions,,
QUTENZA,warnings and precautions,irritation of eyes or airway,
QUTENZA,warnings and precautions,coughing,10011232.0
QUTENZA,warnings and precautions,sneezing,10041232.0
QUTENZA,warnings and precautions,transient increases in blood pressure,
QUTENZA,warnings and precautions,substantial procedural pain,
QUTENZA,warnings and precautions,increases in blood pressure,
QUTENZA,warnings and precautions,treatment related increases in pain,
QUTENZA,warnings and precautions,adverse cardiovascular effects,
GRANIX,adverse reactions,splenic rupture,10041658.0
GRANIX,adverse reactions,acute respiratory distress syndrome,10001052.0
GRANIX,adverse reactions,serious allergic reactions,
GRANIX,adverse reactions,capillary leak syndrome,10007196.0
GRANIX,adverse reactions,potential for tumor growth stimulatory effects on malignant cells,
GRANIX,adverse reactions,bone pain,10006002.0
GRANIX,adverse reactions,leukocytosis,10024378.0
GRANIX,adverse reactions,myalgia,10028411.0
GRANIX,adverse reactions,headache,10019211.0
GRANIX,adverse reactions,vomiting,10047700.0
GRANIX,adverse reactions,sweet's syndrome,10042673.0
GRANIX,adverse reactions,cutaneous vasculitis,10011686.0
GRANIX,adverse reactions,thrombocytopenia,10043551.0
GRANIX,warnings and precautions,splenic rupture,10041658.0
GRANIX,warnings and precautions,acute respiratory distress syndrome (ards),
GRANIX,warnings and precautions,allergic reactions,
GRANIX,warnings and precautions,sickle cell crisis,10040643.0
GRANIX,warnings and precautions,capillary leak syndrome,10007196.0
GRANIX,warnings and precautions,anaphylaxis,10002218.0
GRANIX,warnings and precautions,serious allergic reactions,
GRANIX,warnings and precautions,tumor growth stimulatory effects on malignant cells,
GRANIX,warnings and precautions,myeloid malignancies,
GRANIX,warnings and precautions,myelodysplasia,10028532.0
COARTEM,adverse reactions,,
COARTEM,warnings and precautions,,
APTIOM,adverse reactions,suicidal behavior and ideation,
APTIOM,adverse reactions,serious dermatologic reactions,
APTIOM,adverse reactions,drug reaction with eosinophilia and systemic symptoms (dress)/multiorgan hypersensitivity,
APTIOM,adverse reactions,anaphylactic reactions and angioedema,
APTIOM,adverse reactions,hyponatremia,10021036.0
APTIOM,adverse reactions,neurological adverse reactions,
APTIOM,adverse reactions,drug induced liver injury,
APTIOM,adverse reactions,abnormal thyroid function tests,
APTIOM,adverse reactions,dizziness,10013573.0
APTIOM,adverse reactions,somnolence,10041349.0
APTIOM,adverse reactions,nausea,10028813.0
APTIOM,adverse reactions,headache,10019211.0
APTIOM,adverse reactions,diplopia,10013036.0
APTIOM,adverse reactions,vomiting,10047700.0
APTIOM,adverse reactions,fatigue,10016256.0
APTIOM,adverse reactions,vertigo,10047340.0
APTIOM,adverse reactions,ataxia,10003591.0
APTIOM,adverse reactions,blurred vision,10005886.0
APTIOM,adverse reactions,tremor,10044565.0
APTIOM,adverse reactions,rash,10037844.0
APTIOM,adverse reactions,dysarthria,10013887.0
APTIOM,adverse reactions,asthenia,10003549.0
APTIOM,adverse reactions,vertigo,10047340.0
APTIOM,adverse reactions,visual impairment,10047571.0
APTIOM,adverse reactions,diarrhea,10012735.0
APTIOM,adverse reactions,constipation,10010774.0
APTIOM,adverse reactions,abdominal pain,10000081.0
APTIOM,adverse reactions,gastritis,10017853.0
APTIOM,adverse reactions,gait disturbance,10017577.0
APTIOM,adverse reactions,peripheral edema,10034570.0
APTIOM,adverse reactions,urinary tract infections,10046577.0
APTIOM,adverse reactions,fall,10016173.0
APTIOM,adverse reactions,balance disorder,10049848.0
APTIOM,adverse reactions,memory impairment,10027175.0
APTIOM,adverse reactions,nystagmus,10029864.0
APTIOM,adverse reactions,depression,10012378.0
APTIOM,adverse reactions,insomnia,10022437.0
APTIOM,adverse reactions,cough,10011224.0
APTIOM,adverse reactions,hypertension,10020772.0
APTIOM,adverse reactions,decreases in hemoglobin and hematocrit,
APTIOM,adverse reactions,increases in total cholesterol,
APTIOM,adverse reactions,triglycerides,10044660.0
APTIOM,adverse reactions,and ldl,
APTIOM,adverse reactions,and increases in creatine phosphokinase.,
APTIOM,warnings and precautions,,
PROLIA,adverse reactions,,
PROLIA,warnings and precautions,hypersensitivity,10020751.0
PROLIA,warnings and precautions,anaphylactic reactions,
PROLIA,warnings and precautions,hypocalcemia,10020947.0
PROLIA,warnings and precautions,osteonecrosis of the jaw,
PROLIA,warnings and precautions,atypical femoral fractures,
PROLIA,warnings and precautions,serious infections including skin infections,
PROLIA,warnings and precautions,dermatologic reactions: dermatitis,
PROLIA,warnings and precautions,rashes,
PROLIA,warnings and precautions,eczema,10014184.0
PROLIA,warnings and precautions,severe bone,
PROLIA,warnings and precautions,joint,
PROLIA,warnings and precautions,muscle pain,10028322.0
PROLIA,warnings and precautions,suppression of bone turnover,
PROLIA,warnings and precautions,hypotension,10021097.0
PROLIA,warnings and precautions,dyspnea,10013968.0
PROLIA,warnings and precautions,throat tightness,10043528.0
PROLIA,warnings and precautions,facial and upper airway edema,
PROLIA,warnings and precautions,pruritus,10037087.0
PROLIA,warnings and precautions,urticaria,10046735.0
PROLIA,warnings and precautions,disturbances of mineral metabolism,
PROLIA,warnings and precautions,hypoparathyroidism,10021041.0
PROLIA,warnings and precautions,thyroid surgery,
