,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
104,XIAFLEX,discontinuous,9,44,1,,8,,0.1111111111111111,
105,XEOMIN,all,46,33,27,6.0,19,0.8181818181818182,0.5869565217391305,0.6835443037974683
106,XEOMIN,exact-meddra,40,33,24,,16,,0.6,
107,XEOMIN,non-meddra,6,33,3,,3,,0.5,
108,XEOMIN,negated,1,33,1,,0,,1.0,
109,XEOMIN,discontinuous,5,33,0,,5,,0.0,
110,GILOTRIF,all,49,43,42,1.0,7,0.9767441860465116,0.8571428571428571,0.9130434782608695
111,GILOTRIF,exact-meddra,42,43,37,,5,,0.8809523809523809,
112,GILOTRIF,non-meddra,7,43,5,,2,,0.7142857142857143,
113,GILOTRIF,negated,0,43,0,,0,,,
114,GILOTRIF,discontinuous,1,43,1,,0,,1.0,
115,TREANDA,all,122,97,88,9.0,34,0.9072164948453608,0.7213114754098361,0.8036529680365296
116,TREANDA,exact-meddra,99,97,78,,21,,0.7878787878787878,
117,TREANDA,non-meddra,23,97,10,,13,,0.43478260869565216,
118,TREANDA,negated,0,97,0,,0,,,
119,TREANDA,discontinuous,14,97,1,,13,,0.07142857142857142,
120,CHOLINE,all,1,2,1,1.0,0,0.5,1.0,0.6666666666666666
121,CHOLINE,exact-meddra,1,2,1,,0,,1.0,
122,CHOLINE,non-meddra,0,2,0,,0,,,
123,CHOLINE,negated,0,2,0,,0,,,
124,CHOLINE,discontinuous,0,2,0,,0,,,
125,ERWINAZE,all,29,16,14,2.0,15,0.875,0.4827586206896552,0.6222222222222222
126,ERWINAZE,exact-meddra,19,16,11,,8,,0.5789473684210527,
127,ERWINAZE,non-meddra,10,16,3,,7,,0.3,
128,ERWINAZE,negated,3,16,1,,2,,0.3333333333333333,
129,ERWINAZE,discontinuous,4,16,0,,4,,0.0,
130,TRULICITY,all,48,31,19,12.0,29,0.6129032258064516,0.3958333333333333,0.4810126582278481
131,TRULICITY,exact-meddra,30,31,17,,13,,0.5666666666666667,
132,TRULICITY,non-meddra,18,31,2,,16,,0.1111111111111111,
133,TRULICITY,negated,0,31,0,,0,,,
134,TRULICITY,discontinuous,7,31,0,,7,,0.0,
135,ADREVIEW,all,11,7,7,0.0,4,1.0,0.6363636363636364,0.7777777777777778
136,ADREVIEW,exact-meddra,8,7,5,,3,,0.625,
137,ADREVIEW,non-meddra,3,7,2,,1,,0.6666666666666666,
138,ADREVIEW,negated,0,7,0,,0,,,
139,ADREVIEW,discontinuous,3,7,0,,3,,0.0,
140,DOTAREM,all,59,55,52,3.0,7,0.9454545454545454,0.8813559322033898,0.9122807017543859
141,DOTAREM,exact-meddra,54,55,49,,5,,0.9074074074074074,
142,DOTAREM,non-meddra,5,55,3,,2,,0.6,
143,DOTAREM,negated,1,55,1,,0,,1.0,
144,DOTAREM,discontinuous,4,55,0,,4,,0.0,
145,PRADAXA,all,58,30,26,4.0,32,0.8666666666666667,0.4482758620689655,0.5909090909090909
146,PRADAXA,exact-meddra,35,30,25,,10,,0.7142857142857143,
147,PRADAXA,non-meddra,23,30,1,,22,,0.043478260869565216,
148,PRADAXA,negated,0,30,0,,0,,,
149,PRADAXA,discontinuous,8,30,0,,8,,0.0,
150,ELIQUIS,all,105,38,32,6.0,73,0.8421052631578947,0.3047619047619048,0.44755244755244755
151,ELIQUIS,exact-meddra,69,38,26,,43,,0.37681159420289856,
152,ELIQUIS,non-meddra,36,38,6,,30,,0.16666666666666666,
153,ELIQUIS,negated,1,38,1,,0,,1.0,
154,ELIQUIS,discontinuous,15,38,1,,14,,0.06666666666666667,
155,ZERBAXA,all,48,7,6,1.0,42,0.8571428571428571,0.125,0.21818181818181817
156,ZERBAXA,exact-meddra,38,7,5,,33,,0.13157894736842105,
157,ZERBAXA,non-meddra,10,7,1,,9,,0.1,
158,ZERBAXA,negated,0,7,0,,0,,,
159,ZERBAXA,discontinuous,2,7,0,,2,,0.0,
160,FERRIPROX,all,85,84,83,1.0,2,0.9880952380952381,0.9764705882352941,0.9822485207100591
161,FERRIPROX,exact-meddra,80,84,79,,1,,0.9875,
162,FERRIPROX,non-meddra,5,84,4,,1,,0.8,
163,FERRIPROX,negated,0,84,0,,0,,,
164,FERRIPROX,discontinuous,1,84,0,,1,,0.0,
165,DALVANCE,all,38,36,35,1.0,3,0.9722222222222222,0.9210526315789473,0.9459459459459458
166,DALVANCE,exact-meddra,33,36,33,,0,,1.0,
167,DALVANCE,non-meddra,5,36,2,,3,,0.4,
168,DALVANCE,negated,1,36,0,,1,,0.0,
169,DALVANCE,discontinuous,0,36,0,,0,,,
170,ARCAPTA,all,31,22,20,2.0,11,0.9090909090909091,0.6451612903225806,0.7547169811320754
171,ARCAPTA,exact-meddra,26,22,19,,7,,0.7307692307692307,
172,ARCAPTA,non-meddra,5,22,1,,4,,0.2,
173,ARCAPTA,negated,1,22,0,,1,,0.0,
174,ARCAPTA,discontinuous,0,22,0,,0,,,
175,CERDELGA,all,19,19,19,0.0,0,1.0,1.0,1.0
176,CERDELGA,exact-meddra,18,19,18,,0,,1.0,
177,CERDELGA,non-meddra,1,19,1,,0,,1.0,
178,CERDELGA,negated,0,19,0,,0,,,
179,CERDELGA,discontinuous,0,19,0,,0,,,
180,GADAVIST,all,54,48,47,1.0,7,0.9791666666666666,0.8703703703703703,0.9215686274509804
181,GADAVIST,exact-meddra,49,48,45,,4,,0.9183673469387755,
182,GADAVIST,non-meddra,5,48,2,,3,,0.4,
183,GADAVIST,negated,0,48,0,,0,,,
184,GADAVIST,discontinuous,5,48,0,,5,,0.0,
185,ZYKADIA,all,72,42,36,6.0,36,0.8571428571428571,0.5,0.631578947368421
186,ZYKADIA,exact-meddra,59,42,30,,29,,0.5084745762711864,
187,ZYKADIA,non-meddra,13,42,6,,7,,0.46153846153846156,
188,ZYKADIA,negated,0,42,0,,0,,,
189,ZYKADIA,discontinuous,5,42,0,,5,,0.0,
190,XALKORI,all,80,55,52,3.0,28,0.9454545454545454,0.65,0.7703703703703704
191,XALKORI,exact-meddra,61,55,46,,15,,0.7540983606557377,
192,XALKORI,non-meddra,19,55,6,,13,,0.3157894736842105,
193,XALKORI,negated,0,55,0,,0,,,
194,XALKORI,discontinuous,6,55,2,,4,,0.3333333333333333,
195,BEPREVE,all,10,9,8,1.0,2,0.8888888888888888,0.8,0.8421052631578948
196,BEPREVE,exact-meddra,6,9,6,,0,,1.0,
197,BEPREVE,non-meddra,4,9,2,,2,,0.5,
198,BEPREVE,negated,0,9,0,,0,,,
199,BEPREVE,discontinuous,2,9,2,,0,,1.0,
200,EDARBI,all,25,11,10,1.0,15,0.9090909090909091,0.4,0.5555555555555556
201,EDARBI,exact-meddra,14,11,10,,4,,0.7142857142857143,
202,EDARBI,non-meddra,11,11,0,,11,,0.0,
203,EDARBI,negated,0,11,0,,0,,,
204,EDARBI,discontinuous,8,11,0,,8,,0.0,
205,POTIGA,all,66,12,9,3.0,57,0.75,0.13636363636363635,0.23076923076923075
206,POTIGA,exact-meddra,59,12,6,,53,,0.1016949152542373,
207,POTIGA,non-meddra,7,12,3,,4,,0.42857142857142855,
208,POTIGA,negated,0,12,0,,0,,,
209,POTIGA,discontinuous,1,12,0,,1,,0.0,
210,TUDORZA,all,28,25,24,1.0,4,0.96,0.8571428571428571,0.9056603773584904
211,TUDORZA,exact-meddra,22,25,21,,1,,0.9545454545454546,
212,TUDORZA,non-meddra,6,25,3,,3,,0.5,
213,TUDORZA,negated,0,25,0,,0,,,
214,TUDORZA,discontinuous,2,25,0,,2,,0.0,
215,PROMACTA,all,66,47,44,3.0,22,0.9361702127659575,0.6666666666666666,0.7787610619469028
216,PROMACTA,exact-meddra,52,47,40,,12,,0.7692307692307693,
217,PROMACTA,non-meddra,14,47,4,,10,,0.2857142857142857,
218,PROMACTA,negated,0,47,0,,0,,,
219,PROMACTA,discontinuous,2,47,0,,2,,0.0,
220,INLYTA,all,79,28,28,0.0,51,1.0,0.35443037974683544,0.5233644859813084
221,INLYTA,exact-meddra,66,28,28,,38,,0.42424242424242425,
222,INLYTA,non-meddra,13,28,0,,13,,0.0,
223,INLYTA,negated,0,28,0,,0,,,
224,INLYTA,discontinuous,3,28,1,,2,,0.3333333333333333,
225,NORTHERA,all,15,12,8,4.0,7,0.6666666666666666,0.5333333333333333,0.5925925925925926
226,NORTHERA,exact-meddra,9,12,7,,2,,0.7777777777777778,
227,NORTHERA,non-meddra,6,12,1,,5,,0.16666666666666666,
228,NORTHERA,negated,0,12,0,,0,,,
229,NORTHERA,discontinuous,3,12,0,,3,,0.0,
230,JARDIANCE,all,61,7,6,1.0,55,0.8571428571428571,0.09836065573770492,0.17647058823529413
231,JARDIANCE,exact-meddra,40,7,2,,38,,0.05,
232,JARDIANCE,non-meddra,21,7,4,,17,,0.19047619047619047,
233,JARDIANCE,negated,0,7,0,,0,,,
234,JARDIANCE,discontinuous,3,7,0,,3,,0.0,
235,FANAPT,all,131,9,8,1.0,123,0.8888888888888888,0.061068702290076333,0.11428571428571428
236,FANAPT,exact-meddra,125,9,8,,117,,0.064,
237,FANAPT,non-meddra,6,9,0,,6,,0.0,
238,FANAPT,negated,0,9,0,,0,,,
239,FANAPT,discontinuous,7,9,0,,7,,0.0,
240,TANZEUM,all,44,34,28,6.0,16,0.8235294117647058,0.6363636363636364,0.717948717948718
241,TANZEUM,exact-meddra,29,34,26,,3,,0.896551724137931,
242,TANZEUM,non-meddra,15,34,2,,13,,0.13333333333333333,
243,TANZEUM,negated,1,34,1,,0,,1.0,
244,TANZEUM,discontinuous,3,34,0,,3,,0.0,
245,EYLEA,all,25,5,4,1.0,21,0.8,0.16,0.26666666666666666
246,EYLEA,exact-meddra,20,5,2,,18,,0.1,
247,EYLEA,non-meddra,5,5,2,,3,,0.4,
248,EYLEA,negated,0,5,0,,0,,,
249,EYLEA,discontinuous,0,5,0,,0,,,
250,JEVTANA,all,58,49,46,3.0,12,0.9387755102040817,0.7931034482758621,0.8598130841121495
251,JEVTANA,exact-meddra,43,49,37,,6,,0.8604651162790697,
252,JEVTANA,non-meddra,15,49,9,,6,,0.6,
253,JEVTANA,negated,1,49,0,,1,,0.0,
254,JEVTANA,discontinuous,0,49,0,,0,,,
255,YERVOY,all,35,18,15,3.0,20,0.8333333333333334,0.42857142857142855,0.5660377358490566
256,YERVOY,exact-meddra,25,18,8,,17,,0.32,
257,YERVOY,non-meddra,10,18,7,,3,,0.7,
258,YERVOY,negated,0,18,0,,0,,,
259,YERVOY,discontinuous,0,18,0,,0,,,
260,FARXIGA,all,86,33,28,5.0,58,0.8484848484848485,0.32558139534883723,0.47058823529411764
261,FARXIGA,exact-meddra,48,33,18,,30,,0.375,
262,FARXIGA,non-meddra,38,33,10,,28,,0.2631578947368421,
263,FARXIGA,negated,0,33,0,,0,,,
264,FARXIGA,discontinuous,11,33,0,,11,,0.0,
265,PICATO,all,36,22,16,6.0,20,0.7272727272727273,0.4444444444444444,0.5517241379310345
266,PICATO,exact-meddra,19,22,15,,4,,0.7894736842105263,
267,PICATO,non-meddra,17,22,1,,16,,0.058823529411764705,
268,PICATO,negated,0,22,0,,0,,,
269,PICATO,discontinuous,18,22,0,,18,,0.0,
270,PRISTIQ,all,86,71,64,7.0,22,0.9014084507042254,0.7441860465116279,0.8152866242038216
271,PRISTIQ,exact-meddra,66,71,59,,7,,0.8939393939393939,
272,PRISTIQ,non-meddra,20,71,5,,15,,0.25,
273,PRISTIQ,negated,0,71,0,,0,,,
274,PRISTIQ,discontinuous,9,71,0,,9,,0.0,
275,STRIBILD,all,99,69,59,10.0,40,0.855072463768116,0.5959595959595959,0.7023809523809524
276,STRIBILD,exact-meddra,59,69,49,,10,,0.8305084745762712,
277,STRIBILD,non-meddra,40,69,10,,30,,0.25,
278,STRIBILD,negated,0,69,0,,0,,,
279,STRIBILD,discontinuous,18,69,1,,17,,0.05555555555555555,
280,NULOJIX,all,98,43,36,7.0,62,0.8372093023255814,0.3673469387755102,0.5106382978723404
281,NULOJIX,exact-meddra,67,43,30,,37,,0.44776119402985076,
282,NULOJIX,non-meddra,31,43,6,,25,,0.1935483870967742,
283,NULOJIX,negated,4,43,2,,2,,0.5,
284,NULOJIX,discontinuous,7,43,0,,7,,0.0,
285,LUMIZYME,all,84,26,23,3.0,61,0.8846153846153846,0.27380952380952384,0.41818181818181827
286,LUMIZYME,exact-meddra,72,26,22,,50,,0.3055555555555556,
287,LUMIZYME,non-meddra,12,26,1,,11,,0.08333333333333333,
288,LUMIZYME,negated,0,26,0,,0,,,
289,LUMIZYME,discontinuous,3,26,1,,2,,0.3333333333333333,
290,EOVIST,all,58,45,42,3.0,16,0.9333333333333333,0.7241379310344828,0.8155339805825242
291,EOVIST,exact-meddra,49,45,39,,10,,0.7959183673469388,
292,EOVIST,non-meddra,9,45,3,,6,,0.3333333333333333,
293,EOVIST,negated,0,45,0,,0,,,
294,EOVIST,discontinuous,8,45,0,,8,,0.0,
295,BELEODAQ,all,37,33,33,0.0,4,1.0,0.8918918918918919,0.9428571428571428
296,BELEODAQ,exact-meddra,32,33,30,,2,,0.9375,
297,BELEODAQ,non-meddra,5,33,3,,2,,0.6,
298,BELEODAQ,negated,0,33,0,,0,,,
299,BELEODAQ,discontinuous,0,33,0,,0,,,
300,VICTRELIS,all,47,36,34,2.0,13,0.9444444444444444,0.723404255319149,0.8192771084337349
301,VICTRELIS,exact-meddra,36,36,34,,2,,0.9444444444444444,
302,VICTRELIS,non-meddra,11,36,0,,11,,0.0,
303,VICTRELIS,negated,0,36,0,,0,,,
304,VICTRELIS,discontinuous,7,36,0,,7,,0.0,
305,VIMIZIM,all,9,9,9,0.0,0,1.0,1.0,1.0
306,VIMIZIM,exact-meddra,8,9,8,,0,,1.0,
307,VIMIZIM,non-meddra,1,9,1,,0,,1.0,
308,VIMIZIM,negated,0,9,0,,0,,,
309,VIMIZIM,discontinuous,0,9,0,,0,,,
310,SIRTURO,all,18,14,13,1.0,5,0.9285714285714286,0.7222222222222222,0.8125000000000001
311,SIRTURO,exact-meddra,11,14,11,,0,,1.0,
312,SIRTURO,non-meddra,7,14,2,,5,,0.2857142857142857,
313,SIRTURO,negated,1,14,0,,1,,0.0,
314,SIRTURO,discontinuous,2,14,0,,2,,0.0,
315,NEURACEQ,all,6,3,0,3.0,6,0.0,0.0,
316,NEURACEQ,exact-meddra,5,3,0,,5,,0.0,
317,NEURACEQ,non-meddra,1,3,0,,1,,0.0,
318,NEURACEQ,negated,0,3,0,,0,,,
319,NEURACEQ,discontinuous,3,3,0,,3,,0.0,
320,COMETRIQ,all,72,57,53,4.0,19,0.9298245614035088,0.7361111111111112,0.8217054263565892
321,COMETRIQ,exact-meddra,52,57,41,,11,,0.7884615384615384,
322,COMETRIQ,non-meddra,20,57,12,,8,,0.6,
323,COMETRIQ,negated,3,57,0,,3,,0.0,
324,COMETRIQ,discontinuous,2,57,0,,2,,0.0,
325,AFINITOR,all,221,52,48,4.0,173,0.9230769230769231,0.2171945701357466,0.3516483516483517
326,AFINITOR,exact-meddra,174,52,41,,133,,0.23563218390804597,
327,AFINITOR,non-meddra,47,52,7,,40,,0.14893617021276595,
328,AFINITOR,negated,1,52,1,,0,,1.0,
329,AFINITOR,discontinuous,18,52,0,,18,,0.0,
330,BREO,all,43,42,40,2.0,3,0.9523809523809523,0.9302325581395349,0.9411764705882352
331,BREO,exact-meddra,38,42,36,,2,,0.9473684210526315,
332,BREO,non-meddra,5,42,4,,1,,0.8,
333,BREO,negated,0,42,0,,0,,,
334,BREO,discontinuous,0,42,0,,0,,,
335,FIRAZYR,all,9,6,5,1.0,4,0.8333333333333334,0.5555555555555556,0.6666666666666667
336,FIRAZYR,exact-meddra,6,6,4,,2,,0.6666666666666666,
337,FIRAZYR,non-meddra,3,6,1,,2,,0.3333333333333333,
338,FIRAZYR,negated,0,6,0,,0,,,
339,FIRAZYR,discontinuous,0,6,0,,0,,,
340,INVOKANA,all,89,9,7,2.0,82,0.7777777777777778,0.07865168539325842,0.14285714285714285
341,INVOKANA,exact-meddra,34,9,3,,31,,0.08823529411764706,
342,INVOKANA,non-meddra,55,9,4,,51,,0.07272727272727272,
343,INVOKANA,negated,0,9,0,,0,,,
344,INVOKANA,discontinuous,16,9,0,,16,,0.0,
345,VORAXAZE,all,22,8,7,1.0,15,0.875,0.3181818181818182,0.4666666666666667
346,VORAXAZE,exact-meddra,17,8,5,,12,,0.29411764705882354,
347,VORAXAZE,non-meddra,5,8,2,,3,,0.4,
348,VORAXAZE,negated,0,8,0,,0,,,
349,VORAXAZE,discontinuous,0,8,0,,0,,,
350,NESINA,all,18,17,14,3.0,4,0.8235294117647058,0.7777777777777778,0.7999999999999999
351,NESINA,exact-meddra,14,17,12,,2,,0.8571428571428571,
352,NESINA,non-meddra,4,17,2,,2,,0.5,
353,NESINA,negated,0,17,0,,0,,,
354,NESINA,discontinuous,0,17,0,,0,,,
355,GILENYA,all,48,45,43,2.0,5,0.9555555555555556,0.8958333333333334,0.924731182795699
356,GILENYA,exact-meddra,36,45,35,,1,,0.9722222222222222,
357,GILENYA,non-meddra,12,45,8,,4,,0.6666666666666666,
358,GILENYA,negated,0,45,0,,0,,,
359,GILENYA,discontinuous,4,45,1,,3,,0.25,
360,HALAVEN,all,62,8,6,2.0,56,0.75,0.0967741935483871,0.1714285714285714
361,HALAVEN,exact-meddra,54,8,5,,49,,0.09259259259259259,
362,HALAVEN,non-meddra,8,8,1,,7,,0.125,
363,HALAVEN,negated,0,8,0,,0,,,
364,HALAVEN,discontinuous,1,8,0,,1,,0.0,
365,INTELENCE,all,77,7,5,2.0,72,0.7142857142857143,0.06493506493506493,0.11904761904761903
366,INTELENCE,exact-meddra,64,7,4,,60,,0.0625,
367,INTELENCE,non-meddra,13,7,1,,12,,0.07692307692307693,
368,INTELENCE,negated,0,7,0,,0,,,
369,INTELENCE,discontinuous,7,7,0,,7,,0.0,
370,AMYVID,all,23,18,18,0.0,5,1.0,0.782608695652174,0.878048780487805
371,AMYVID,exact-meddra,22,18,17,,5,,0.7727272727272727,
372,AMYVID,non-meddra,1,18,1,,0,,1.0,
373,AMYVID,negated,0,18,0,,0,,,
374,AMYVID,discontinuous,0,18,0,,0,,,
375,ULESFIA,all,17,16,13,3.0,4,0.8125,0.7647058823529411,0.787878787878788
376,ULESFIA,exact-meddra,16,16,12,,4,,0.75,
377,ULESFIA,non-meddra,1,16,1,,0,,1.0,
378,ULESFIA,negated,0,16,0,,0,,,
379,ULESFIA,discontinuous,1,16,0,,1,,0.0,
380,OTEZLA,all,30,17,16,1.0,14,0.9411764705882353,0.5333333333333333,0.6808510638297872
381,OTEZLA,exact-meddra,26,17,15,,11,,0.5769230769230769,
382,OTEZLA,non-meddra,4,17,1,,3,,0.25,
383,OTEZLA,negated,0,17,0,,0,,,
384,OTEZLA,discontinuous,0,17,0,,0,,,
385,ILARIS,all,50,37,26,11.0,24,0.7027027027027027,0.52,0.5977011494252874
386,ILARIS,exact-meddra,28,37,20,,8,,0.7142857142857143,
387,ILARIS,non-meddra,22,37,6,,16,,0.2727272727272727,
388,ILARIS,negated,1,37,0,,1,,0.0,
389,ILARIS,discontinuous,9,37,0,,9,,0.0,
390,NATAZIA,all,59,34,31,3.0,28,0.9117647058823529,0.5254237288135594,0.6666666666666667
391,NATAZIA,exact-meddra,43,34,22,,21,,0.5116279069767442,
392,NATAZIA,non-meddra,16,34,9,,7,,0.5625,
393,NATAZIA,negated,0,34,0,,0,,,
394,NATAZIA,discontinuous,4,34,1,,3,,0.25,
395,DIFICID,all,25,7,6,1.0,19,0.8571428571428571,0.24,0.375
396,DIFICID,exact-meddra,20,7,6,,14,,0.3,
397,DIFICID,non-meddra,5,7,0,,5,,0.0,
398,DIFICID,negated,0,7,0,,0,,,
399,DIFICID,discontinuous,0,7,0,,0,,,
400,ONFI,all,54,14,10,4.0,44,0.7142857142857143,0.18518518518518517,0.2941176470588235
401,ONFI,exact-meddra,48,14,7,,41,,0.14583333333333334,
402,ONFI,non-meddra,6,14,3,,3,,0.5,
403,ONFI,negated,0,14,0,,0,,,
404,ONFI,discontinuous,3,14,1,,2,,0.3333333333333333,
405,TECFIDERA,all,22,18,16,2.0,6,0.8888888888888888,0.7272727272727273,0.7999999999999999
406,TECFIDERA,exact-meddra,15,18,15,,0,,1.0,
407,TECFIDERA,non-meddra,7,18,1,,6,,0.14285714285714285,
408,TECFIDERA,negated,0,18,0,,0,,,
409,TECFIDERA,discontinuous,1,18,0,,1,,0.0,
410,DYSPORT,all,84,24,22,2.0,62,0.9166666666666666,0.2619047619047619,0.4074074074074074
411,DYSPORT,exact-meddra,70,24,19,,51,,0.2714285714285714,
412,DYSPORT,non-meddra,14,24,3,,11,,0.21428571428571427,
413,DYSPORT,negated,0,24,0,,0,,,
