,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
97,STENDRA,non-meddra,2,53,0,,2,,0.0,
98,STENDRA,negated,0,53,0,,0,,,
99,STENDRA,discontinuous,0,53,0,,0,,,
100,XIAFLEX,all,71,37,32,5.0,39,0.8648648648648649,0.4507042253521127,0.5925925925925926
101,XIAFLEX,exact-meddra,48,37,28,,20,,0.5833333333333334,
102,XIAFLEX,non-meddra,23,37,4,,19,,0.17391304347826086,
103,XIAFLEX,negated,0,37,0,,0,,,
104,XIAFLEX,discontinuous,9,37,0,,9,,0.0,
105,XEOMIN,all,46,41,36,5.0,10,0.8780487804878049,0.782608695652174,0.8275862068965518
106,XEOMIN,exact-meddra,40,41,32,,8,,0.8,
107,XEOMIN,non-meddra,6,41,4,,2,,0.6666666666666666,
108,XEOMIN,negated,1,41,1,,0,,1.0,
109,XEOMIN,discontinuous,5,41,0,,5,,0.0,
110,GILOTRIF,all,49,35,32,3.0,17,0.9142857142857143,0.6530612244897959,0.7619047619047618
111,GILOTRIF,exact-meddra,42,35,28,,14,,0.6666666666666666,
112,GILOTRIF,non-meddra,7,35,4,,3,,0.5714285714285714,
113,GILOTRIF,negated,0,35,0,,0,,,
114,GILOTRIF,discontinuous,1,35,1,,0,,1.0,
115,TREANDA,all,122,96,86,10.0,36,0.8958333333333334,0.7049180327868853,0.7889908256880733
116,TREANDA,exact-meddra,99,96,80,,19,,0.8080808080808081,
117,TREANDA,non-meddra,23,96,6,,17,,0.2608695652173913,
118,TREANDA,negated,0,96,0,,0,,,
119,TREANDA,discontinuous,14,96,1,,13,,0.07142857142857142,
120,CHOLINE,all,1,1,0,1.0,1,0.0,0.0,
121,CHOLINE,exact-meddra,1,1,0,,1,,0.0,
122,CHOLINE,non-meddra,0,1,0,,0,,,
123,CHOLINE,negated,0,1,0,,0,,,
124,CHOLINE,discontinuous,0,1,0,,0,,,
125,ERWINAZE,all,29,23,19,4.0,10,0.8260869565217391,0.6551724137931034,0.7307692307692308
126,ERWINAZE,exact-meddra,19,23,14,,5,,0.7368421052631579,
127,ERWINAZE,non-meddra,10,23,5,,5,,0.5,
128,ERWINAZE,negated,3,23,2,,1,,0.6666666666666666,
129,ERWINAZE,discontinuous,4,23,0,,4,,0.0,
130,TRULICITY,all,48,39,23,16.0,25,0.5897435897435898,0.4791666666666667,0.5287356321839081
131,TRULICITY,exact-meddra,30,39,17,,13,,0.5666666666666667,
132,TRULICITY,non-meddra,18,39,6,,12,,0.3333333333333333,
133,TRULICITY,negated,0,39,0,,0,,,
134,TRULICITY,discontinuous,7,39,0,,7,,0.0,
135,ADREVIEW,all,11,9,7,2.0,4,0.7777777777777778,0.6363636363636364,0.7000000000000001
136,ADREVIEW,exact-meddra,8,9,5,,3,,0.625,
137,ADREVIEW,non-meddra,3,9,2,,1,,0.6666666666666666,
138,ADREVIEW,negated,0,9,0,,0,,,
139,ADREVIEW,discontinuous,3,9,0,,3,,0.0,
140,DOTAREM,all,59,57,54,3.0,5,0.9473684210526315,0.9152542372881356,0.9310344827586206
141,DOTAREM,exact-meddra,54,57,49,,5,,0.9074074074074074,
142,DOTAREM,non-meddra,5,57,5,,0,,1.0,
143,DOTAREM,negated,1,57,1,,0,,1.0,
144,DOTAREM,discontinuous,4,57,0,,4,,0.0,
145,PRADAXA,all,58,34,27,7.0,31,0.7941176470588235,0.46551724137931033,0.5869565217391304
146,PRADAXA,exact-meddra,35,34,25,,10,,0.7142857142857143,
147,PRADAXA,non-meddra,23,34,2,,21,,0.08695652173913043,
148,PRADAXA,negated,0,34,0,,0,,,
149,PRADAXA,discontinuous,8,34,0,,8,,0.0,
150,ELIQUIS,all,105,63,57,6.0,48,0.9047619047619048,0.5428571428571428,0.6785714285714285
151,ELIQUIS,exact-meddra,69,63,48,,21,,0.6956521739130435,
152,ELIQUIS,non-meddra,36,63,9,,27,,0.25,
153,ELIQUIS,negated,1,63,1,,0,,1.0,
154,ELIQUIS,discontinuous,15,63,3,,12,,0.2,
155,ZERBAXA,all,48,57,42,15.0,6,0.7368421052631579,0.875,0.7999999999999999
156,ZERBAXA,exact-meddra,38,57,37,,1,,0.9736842105263158,
157,ZERBAXA,non-meddra,10,57,5,,5,,0.5,
158,ZERBAXA,negated,0,57,0,,0,,,
159,ZERBAXA,discontinuous,2,57,0,,2,,0.0,
160,FERRIPROX,all,85,82,82,0.0,3,1.0,0.9647058823529412,0.9820359281437125
161,FERRIPROX,exact-meddra,80,82,79,,1,,0.9875,
162,FERRIPROX,non-meddra,5,82,3,,2,,0.6,
163,FERRIPROX,negated,0,82,0,,0,,,
164,FERRIPROX,discontinuous,1,82,0,,1,,0.0,
165,DALVANCE,all,38,35,35,0.0,3,1.0,0.9210526315789473,0.958904109589041
166,DALVANCE,exact-meddra,33,35,33,,0,,1.0,
167,DALVANCE,non-meddra,5,35,2,,3,,0.4,
168,DALVANCE,negated,1,35,0,,1,,0.0,
169,DALVANCE,discontinuous,0,35,0,,0,,,
170,ARCAPTA,all,31,28,27,1.0,4,0.9642857142857143,0.8709677419354839,0.9152542372881356
171,ARCAPTA,exact-meddra,26,28,25,,1,,0.9615384615384616,
172,ARCAPTA,non-meddra,5,28,2,,3,,0.4,
173,ARCAPTA,negated,1,28,0,,1,,0.0,
174,ARCAPTA,discontinuous,0,28,0,,0,,,
175,CERDELGA,all,19,19,19,0.0,0,1.0,1.0,1.0
176,CERDELGA,exact-meddra,18,19,18,,0,,1.0,
177,CERDELGA,non-meddra,1,19,1,,0,,1.0,
178,CERDELGA,negated,0,19,0,,0,,,
179,CERDELGA,discontinuous,0,19,0,,0,,,
180,GADAVIST,all,54,42,39,3.0,15,0.9285714285714286,0.7222222222222222,0.8125000000000001
181,GADAVIST,exact-meddra,49,42,37,,12,,0.7551020408163265,
182,GADAVIST,non-meddra,5,42,2,,3,,0.4,
183,GADAVIST,negated,0,42,0,,0,,,
184,GADAVIST,discontinuous,5,42,0,,5,,0.0,
185,ZYKADIA,all,72,38,32,6.0,40,0.8421052631578947,0.4444444444444444,0.5818181818181818
186,ZYKADIA,exact-meddra,59,38,28,,31,,0.4745762711864407,
187,ZYKADIA,non-meddra,13,38,4,,9,,0.3076923076923077,
188,ZYKADIA,negated,0,38,0,,0,,,
189,ZYKADIA,discontinuous,5,38,0,,5,,0.0,
190,XALKORI,all,80,59,57,2.0,23,0.9661016949152542,0.7125,0.8201438848920863
191,XALKORI,exact-meddra,61,59,52,,9,,0.8524590163934426,
192,XALKORI,non-meddra,19,59,5,,14,,0.2631578947368421,
193,XALKORI,negated,0,59,0,,0,,,
194,XALKORI,discontinuous,6,59,2,,4,,0.3333333333333333,
195,BEPREVE,all,10,10,9,1.0,1,0.9,0.9,0.9
196,BEPREVE,exact-meddra,6,10,6,,0,,1.0,
197,BEPREVE,non-meddra,4,10,3,,1,,0.75,
198,BEPREVE,negated,0,10,0,,0,,,
199,BEPREVE,discontinuous,2,10,2,,0,,1.0,
200,EDARBI,all,25,19,19,0.0,6,1.0,0.76,0.8636363636363636
201,EDARBI,exact-meddra,14,19,13,,1,,0.9285714285714286,
202,EDARBI,non-meddra,11,19,6,,5,,0.5454545454545454,
203,EDARBI,negated,0,19,0,,0,,,
204,EDARBI,discontinuous,8,19,4,,4,,0.5,
205,POTIGA,all,66,64,62,2.0,4,0.96875,0.9393939393939394,0.9538461538461539
206,POTIGA,exact-meddra,59,64,56,,3,,0.9491525423728814,
207,POTIGA,non-meddra,7,64,6,,1,,0.8571428571428571,
208,POTIGA,negated,0,64,0,,0,,,
209,POTIGA,discontinuous,1,64,0,,1,,0.0,
210,TUDORZA,all,28,26,24,2.0,4,0.9230769230769231,0.8571428571428571,0.888888888888889
211,TUDORZA,exact-meddra,22,26,21,,1,,0.9545454545454546,
212,TUDORZA,non-meddra,6,26,3,,3,,0.5,
213,TUDORZA,negated,0,26,0,,0,,,
214,TUDORZA,discontinuous,2,26,0,,2,,0.0,
215,PROMACTA,all,66,50,49,1.0,17,0.98,0.7424242424242424,0.8448275862068965
216,PROMACTA,exact-meddra,52,50,46,,6,,0.8846153846153846,
217,PROMACTA,non-meddra,14,50,3,,11,,0.21428571428571427,
218,PROMACTA,negated,0,50,0,,0,,,
219,PROMACTA,discontinuous,2,50,0,,2,,0.0,
220,INLYTA,all,79,78,75,3.0,4,0.9615384615384616,0.9493670886075949,0.9554140127388535
221,INLYTA,exact-meddra,66,78,66,,0,,1.0,
222,INLYTA,non-meddra,13,78,9,,4,,0.6923076923076923,
223,INLYTA,negated,0,78,0,,0,,,
224,INLYTA,discontinuous,3,78,1,,2,,0.3333333333333333,
225,NORTHERA,all,15,14,11,3.0,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
226,NORTHERA,exact-meddra,9,14,8,,1,,0.8888888888888888,
227,NORTHERA,non-meddra,6,14,3,,3,,0.5,
228,NORTHERA,negated,0,14,0,,0,,,
229,NORTHERA,discontinuous,3,14,0,,3,,0.0,
230,JARDIANCE,all,61,45,41,4.0,20,0.9111111111111111,0.6721311475409836,0.7735849056603773
231,JARDIANCE,exact-meddra,40,45,36,,4,,0.9,
232,JARDIANCE,non-meddra,21,45,5,,16,,0.23809523809523808,
233,JARDIANCE,negated,0,45,0,,0,,,
234,JARDIANCE,discontinuous,3,45,0,,3,,0.0,
235,FANAPT,all,131,116,116,0.0,15,1.0,0.8854961832061069,0.9392712550607287
236,FANAPT,exact-meddra,125,116,116,,9,,0.928,
237,FANAPT,non-meddra,6,116,0,,6,,0.0,
238,FANAPT,negated,0,116,0,,0,,,
239,FANAPT,discontinuous,7,116,0,,7,,0.0,
240,TANZEUM,all,44,33,27,6.0,17,0.8181818181818182,0.6136363636363636,0.7012987012987013
241,TANZEUM,exact-meddra,29,33,26,,3,,0.896551724137931,
242,TANZEUM,non-meddra,15,33,1,,14,,0.06666666666666667,
243,TANZEUM,negated,1,33,1,,0,,1.0,
244,TANZEUM,discontinuous,3,33,0,,3,,0.0,
245,EYLEA,all,25,25,24,1.0,1,0.96,0.96,0.96
246,EYLEA,exact-meddra,20,25,19,,1,,0.95,
247,EYLEA,non-meddra,5,25,5,,0,,1.0,
248,EYLEA,negated,0,25,0,,0,,,
249,EYLEA,discontinuous,0,25,0,,0,,,
250,JEVTANA,all,58,46,46,0.0,12,1.0,0.7931034482758621,0.8846153846153846
251,JEVTANA,exact-meddra,43,46,40,,3,,0.9302325581395349,
252,JEVTANA,non-meddra,15,46,6,,9,,0.4,
253,JEVTANA,negated,1,46,0,,1,,0.0,
254,JEVTANA,discontinuous,0,46,0,,0,,,
255,YERVOY,all,35,30,28,2.0,7,0.9333333333333333,0.8,0.8615384615384616
256,YERVOY,exact-meddra,25,30,20,,5,,0.8,
257,YERVOY,non-meddra,10,30,8,,2,,0.8,
258,YERVOY,negated,0,30,0,,0,,,
259,YERVOY,discontinuous,0,30,0,,0,,,
260,FARXIGA,all,86,32,27,5.0,59,0.84375,0.313953488372093,0.45762711864406774
261,FARXIGA,exact-meddra,48,32,18,,30,,0.375,
262,FARXIGA,non-meddra,38,32,9,,29,,0.23684210526315788,
263,FARXIGA,negated,0,32,0,,0,,,
264,FARXIGA,discontinuous,11,32,0,,11,,0.0,
265,PICATO,all,36,24,18,6.0,18,0.75,0.5,0.6
266,PICATO,exact-meddra,19,24,15,,4,,0.7894736842105263,
267,PICATO,non-meddra,17,24,3,,14,,0.17647058823529413,
268,PICATO,negated,0,24,0,,0,,,
269,PICATO,discontinuous,18,24,0,,18,,0.0,
270,PRISTIQ,all,86,71,64,7.0,22,0.9014084507042254,0.7441860465116279,0.8152866242038216
271,PRISTIQ,exact-meddra,66,71,60,,6,,0.9090909090909091,
272,PRISTIQ,non-meddra,20,71,4,,16,,0.2,
273,PRISTIQ,negated,0,71,0,,0,,,
274,PRISTIQ,discontinuous,9,71,0,,9,,0.0,
275,STRIBILD,all,99,78,61,17.0,38,0.782051282051282,0.6161616161616161,0.6892655367231638
276,STRIBILD,exact-meddra,59,78,54,,5,,0.9152542372881356,
277,STRIBILD,non-meddra,40,78,7,,33,,0.175,
278,STRIBILD,negated,0,78,0,,0,,,
279,STRIBILD,discontinuous,18,78,1,,17,,0.05555555555555555,
280,NULOJIX,all,98,69,61,8.0,37,0.8840579710144928,0.6224489795918368,0.7305389221556887
281,NULOJIX,exact-meddra,67,69,52,,15,,0.7761194029850746,
282,NULOJIX,non-meddra,31,69,9,,22,,0.2903225806451613,
283,NULOJIX,negated,4,69,3,,1,,0.75,
284,NULOJIX,discontinuous,7,69,0,,7,,0.0,
285,LUMIZYME,all,84,70,65,5.0,19,0.9285714285714286,0.7738095238095238,0.8441558441558441
286,LUMIZYME,exact-meddra,72,70,59,,13,,0.8194444444444444,
287,LUMIZYME,non-meddra,12,70,6,,6,,0.5,
288,LUMIZYME,negated,0,70,0,,0,,,
289,LUMIZYME,discontinuous,3,70,1,,2,,0.3333333333333333,
290,EOVIST,all,58,49,45,4.0,13,0.9183673469387755,0.7758620689655172,0.8411214953271028
291,EOVIST,exact-meddra,49,49,40,,9,,0.8163265306122449,
292,EOVIST,non-meddra,9,49,5,,4,,0.5555555555555556,
293,EOVIST,negated,0,49,0,,0,,,
294,EOVIST,discontinuous,8,49,1,,7,,0.125,
295,BELEODAQ,all,37,35,35,0.0,2,1.0,0.9459459459459459,0.9722222222222222
296,BELEODAQ,exact-meddra,32,35,31,,1,,0.96875,
297,BELEODAQ,non-meddra,5,35,4,,1,,0.8,
298,BELEODAQ,negated,0,35,0,,0,,,
299,BELEODAQ,discontinuous,0,35,0,,0,,,
300,VICTRELIS,all,47,36,35,1.0,12,0.9722222222222222,0.7446808510638298,0.8433734939759036
301,VICTRELIS,exact-meddra,36,36,35,,1,,0.9722222222222222,
302,VICTRELIS,non-meddra,11,36,0,,11,,0.0,
303,VICTRELIS,negated,0,36,0,,0,,,
304,VICTRELIS,discontinuous,7,36,0,,7,,0.0,
305,VIMIZIM,all,9,12,9,3.0,0,0.75,1.0,0.8571428571428571
306,VIMIZIM,exact-meddra,8,12,8,,0,,1.0,
307,VIMIZIM,non-meddra,1,12,1,,0,,1.0,
308,VIMIZIM,negated,0,12,0,,0,,,
309,VIMIZIM,discontinuous,0,12,0,,0,,,
310,SIRTURO,all,18,14,13,1.0,5,0.9285714285714286,0.7222222222222222,0.8125000000000001
311,SIRTURO,exact-meddra,11,14,11,,0,,1.0,
312,SIRTURO,non-meddra,7,14,2,,5,,0.2857142857142857,
313,SIRTURO,negated,1,14,0,,1,,0.0,
314,SIRTURO,discontinuous,2,14,0,,2,,0.0,
315,NEURACEQ,all,6,3,0,3.0,6,0.0,0.0,
316,NEURACEQ,exact-meddra,5,3,0,,5,,0.0,
317,NEURACEQ,non-meddra,1,3,0,,1,,0.0,
318,NEURACEQ,negated,0,3,0,,0,,,
319,NEURACEQ,discontinuous,3,3,0,,3,,0.0,
320,COMETRIQ,all,72,64,61,3.0,11,0.953125,0.8472222222222222,0.8970588235294118
321,COMETRIQ,exact-meddra,52,64,51,,1,,0.9807692307692307,
322,COMETRIQ,non-meddra,20,64,10,,10,,0.5,
323,COMETRIQ,negated,3,64,2,,1,,0.6666666666666666,
324,COMETRIQ,discontinuous,2,64,0,,2,,0.0,
325,AFINITOR,all,221,150,138,12.0,83,0.92,0.6244343891402715,0.7439353099730459
326,AFINITOR,exact-meddra,174,150,121,,53,,0.6954022988505747,
327,AFINITOR,non-meddra,47,150,17,,30,,0.3617021276595745,
328,AFINITOR,negated,1,150,1,,0,,1.0,
329,AFINITOR,discontinuous,18,150,1,,17,,0.05555555555555555,
330,BREO,all,43,42,40,2.0,3,0.9523809523809523,0.9302325581395349,0.9411764705882352
331,BREO,exact-meddra,38,42,36,,2,,0.9473684210526315,
332,BREO,non-meddra,5,42,4,,1,,0.8,
333,BREO,negated,0,42,0,,0,,,
334,BREO,discontinuous,0,42,0,,0,,,
335,FIRAZYR,all,9,7,7,0.0,2,1.0,0.7777777777777778,0.8750000000000001
336,FIRAZYR,exact-meddra,6,7,5,,1,,0.8333333333333334,
337,FIRAZYR,non-meddra,3,7,2,,1,,0.6666666666666666,
338,FIRAZYR,negated,0,7,0,,0,,,
339,FIRAZYR,discontinuous,0,7,0,,0,,,
340,INVOKANA,all,89,51,43,8.0,46,0.8431372549019608,0.48314606741573035,0.6142857142857143
341,INVOKANA,exact-meddra,34,51,30,,4,,0.8823529411764706,
342,INVOKANA,non-meddra,55,51,13,,42,,0.23636363636363636,
343,INVOKANA,negated,0,51,0,,0,,,
344,INVOKANA,discontinuous,16,51,2,,14,,0.125,
345,VORAXAZE,all,22,21,13,8.0,9,0.6190476190476191,0.5909090909090909,0.6046511627906977
346,VORAXAZE,exact-meddra,17,21,11,,6,,0.6470588235294118,
347,VORAXAZE,non-meddra,5,21,2,,3,,0.4,
348,VORAXAZE,negated,0,21,0,,0,,,
349,VORAXAZE,discontinuous,0,21,0,,0,,,
350,NESINA,all,18,17,15,2.0,3,0.8823529411764706,0.8333333333333334,0.8571428571428571
351,NESINA,exact-meddra,14,17,13,,1,,0.9285714285714286,
352,NESINA,non-meddra,4,17,2,,2,,0.5,
353,NESINA,negated,0,17,0,,0,,,
354,NESINA,discontinuous,0,17,0,,0,,,
355,GILENYA,all,48,43,43,0.0,5,1.0,0.8958333333333334,0.945054945054945
356,GILENYA,exact-meddra,36,43,36,,0,,1.0,
357,GILENYA,non-meddra,12,43,7,,5,,0.5833333333333334,
358,GILENYA,negated,0,43,0,,0,,,
359,GILENYA,discontinuous,4,43,1,,3,,0.25,
360,HALAVEN,all,62,52,45,7.0,17,0.8653846153846154,0.7258064516129032,0.7894736842105263
361,HALAVEN,exact-meddra,54,52,43,,11,,0.7962962962962963,
362,HALAVEN,non-meddra,8,52,2,,6,,0.25,
363,HALAVEN,negated,0,52,0,,0,,,
364,HALAVEN,discontinuous,1,52,0,,1,,0.0,
365,INTELENCE,all,77,64,61,3.0,16,0.953125,0.7922077922077922,0.8652482269503546
366,INTELENCE,exact-meddra,64,64,57,,7,,0.890625,
367,INTELENCE,non-meddra,13,64,4,,9,,0.3076923076923077,
368,INTELENCE,negated,0,64,0,,0,,,
369,INTELENCE,discontinuous,7,64,0,,7,,0.0,
370,AMYVID,all,23,18,18,0.0,5,1.0,0.782608695652174,0.878048780487805
371,AMYVID,exact-meddra,22,18,17,,5,,0.7727272727272727,
372,AMYVID,non-meddra,1,18,1,,0,,1.0,
373,AMYVID,negated,0,18,0,,0,,,
374,AMYVID,discontinuous,0,18,0,,0,,,
375,ULESFIA,all,17,17,16,1.0,1,0.9411764705882353,0.9411764705882353,0.9411764705882353
376,ULESFIA,exact-meddra,16,17,15,,1,,0.9375,
377,ULESFIA,non-meddra,1,17,1,,0,,1.0,
378,ULESFIA,negated,0,17,0,,0,,,
379,ULESFIA,discontinuous,1,17,0,,1,,0.0,
380,OTEZLA,all,30,26,25,1.0,5,0.9615384615384616,0.8333333333333334,0.8928571428571429
381,OTEZLA,exact-meddra,26,26,24,,2,,0.9230769230769231,
382,OTEZLA,non-meddra,4,26,1,,3,,0.25,
383,OTEZLA,negated,0,26,0,,0,,,
384,OTEZLA,discontinuous,0,26,0,,0,,,
385,ILARIS,all,50,35,30,5.0,20,0.8571428571428571,0.6,0.7058823529411764
386,ILARIS,exact-meddra,28,35,22,,6,,0.7857142857142857,
387,ILARIS,non-meddra,22,35,8,,14,,0.36363636363636365,
388,ILARIS,negated,1,35,0,,1,,0.0,
389,ILARIS,discontinuous,9,35,2,,7,,0.2222222222222222,
390,NATAZIA,all,59,55,53,2.0,6,0.9636363636363636,0.8983050847457628,0.9298245614035089
391,NATAZIA,exact-meddra,43,55,39,,4,,0.9069767441860465,
392,NATAZIA,non-meddra,16,55,14,,2,,0.875,
393,NATAZIA,negated,0,55,0,,0,,,
394,NATAZIA,discontinuous,4,55,3,,1,,0.75,
395,DIFICID,all,25,25,25,0.0,0,1.0,1.0,1.0
396,DIFICID,exact-meddra,20,25,20,,0,,1.0,
397,DIFICID,non-meddra,5,25,5,,0,,1.0,
398,DIFICID,negated,0,25,0,,0,,,
399,DIFICID,discontinuous,0,25,0,,0,,,
400,ONFI,all,54,52,47,5.0,7,0.9038461538461539,0.8703703703703703,0.8867924528301887
401,ONFI,exact-meddra,48,52,45,,3,,0.9375,
402,ONFI,non-meddra,6,52,2,,4,,0.3333333333333333,
403,ONFI,negated,0,52,0,,0,,,
404,ONFI,discontinuous,3,52,0,,3,,0.0,
405,TECFIDERA,all,22,17,15,2.0,7,0.8823529411764706,0.6818181818181818,0.7692307692307693
406,TECFIDERA,exact-meddra,15,17,15,,0,,1.0,
407,TECFIDERA,non-meddra,7,17,0,,7,,0.0,
408,TECFIDERA,negated,0,17,0,,0,,,
409,TECFIDERA,discontinuous,1,17,0,,1,,0.0,
410,DYSPORT,all,84,73,66,7.0,18,0.9041095890410958,0.7857142857142857,0.840764331210191
411,DYSPORT,exact-meddra,70,73,59,,11,,0.8428571428571429,
412,DYSPORT,non-meddra,14,73,7,,7,,0.5,
413,DYSPORT,negated,0,73,0,,0,,,
414,DYSPORT,discontinuous,17,73,4,,13,,0.23529411764705882,
415,ZYTIGA,all,61,50,49,1.0,12,0.98,0.8032786885245902,0.882882882882883
