,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
32,TAFINLAR,non-meddra,18,44,3,,15,,0.16666666666666666,
33,TAFINLAR,negated,0,44,0,,0,,,
34,TAFINLAR,discontinuous,0,44,0,,0,,,
35,HORIZANT,all,27,24,24,0.0,3,1.0,0.8888888888888888,0.9411764705882353
36,HORIZANT,exact-meddra,26,24,23,,3,,0.8846153846153846,
37,HORIZANT,non-meddra,1,24,1,,0,,1.0,
38,HORIZANT,negated,0,24,0,,0,,,
39,HORIZANT,discontinuous,0,24,0,,0,,,
40,IMBRUVICA,all,70,53,46,7.0,24,0.8679245283018868,0.6571428571428571,0.7479674796747967
41,IMBRUVICA,exact-meddra,55,53,42,,13,,0.7636363636363637,
42,IMBRUVICA,non-meddra,15,53,4,,11,,0.26666666666666666,
43,IMBRUVICA,negated,0,53,0,,0,,,
44,IMBRUVICA,discontinuous,2,53,0,,2,,0.0,
45,ULORIC,all,210,5,4,1.0,206,0.8,0.01904761904761905,0.037209302325581395
46,ULORIC,exact-meddra,187,5,3,,184,,0.016042780748663103,
47,ULORIC,non-meddra,23,5,1,,22,,0.043478260869565216,
48,ULORIC,negated,0,5,0,,0,,,
49,ULORIC,discontinuous,18,5,0,,18,,0.0,
50,CIMZIA,all,99,70,60,10.0,39,0.8571428571428571,0.6060606060606061,0.7100591715976331
51,CIMZIA,exact-meddra,76,70,56,,20,,0.7368421052631579,
52,CIMZIA,non-meddra,23,70,4,,19,,0.17391304347826086,
53,CIMZIA,negated,1,70,0,,1,,0.0,
54,CIMZIA,discontinuous,8,70,0,,8,,0.0,
55,KALYDECO,all,40,26,25,1.0,15,0.9615384615384616,0.625,0.7575757575757575
56,KALYDECO,exact-meddra,24,26,22,,2,,0.9166666666666666,
57,KALYDECO,non-meddra,16,26,3,,13,,0.1875,
58,KALYDECO,negated,0,26,0,,0,,,
59,KALYDECO,discontinuous,10,26,0,,10,,0.0,
60,FULYZAQ,all,36,36,35,1.0,1,0.9722222222222222,0.9722222222222222,0.9722222222222222
61,FULYZAQ,exact-meddra,30,36,30,,0,,1.0,
62,FULYZAQ,non-meddra,6,36,5,,1,,0.8333333333333334,
63,FULYZAQ,negated,0,36,0,,0,,,
64,FULYZAQ,discontinuous,0,36,0,,0,,,
65,QUTENZA,all,40,37,37,0.0,3,1.0,0.925,0.961038961038961
66,QUTENZA,exact-meddra,34,37,34,,0,,1.0,
67,QUTENZA,non-meddra,6,37,3,,3,,0.5,
68,QUTENZA,negated,0,37,0,,0,,,
69,QUTENZA,discontinuous,0,37,0,,0,,,
70,GRANIX,all,8,15,5,10.0,3,0.3333333333333333,0.625,0.43478260869565216
71,GRANIX,exact-meddra,5,15,5,,0,,1.0,
72,GRANIX,non-meddra,3,15,0,,3,,0.0,
73,GRANIX,negated,0,15,0,,0,,,
74,GRANIX,discontinuous,0,15,0,,0,,,
75,COARTEM,all,81,10,9,1.0,72,0.9,0.1111111111111111,0.1978021978021978
76,COARTEM,exact-meddra,78,10,9,,69,,0.11538461538461539,
77,COARTEM,non-meddra,3,10,0,,3,,0.0,
78,COARTEM,negated,0,10,0,,0,,,
79,COARTEM,discontinuous,0,10,0,,0,,,
80,APTIOM,all,42,23,19,4.0,23,0.8260869565217391,0.4523809523809524,0.5846153846153845
81,APTIOM,exact-meddra,34,23,14,,20,,0.4117647058823529,
82,APTIOM,non-meddra,8,23,5,,3,,0.625,
83,APTIOM,negated,0,23,0,,0,,,
84,APTIOM,discontinuous,1,23,0,,1,,0.0,
85,PROLIA,all,69,49,41,8.0,28,0.8367346938775511,0.5942028985507246,0.6949152542372882
86,PROLIA,exact-meddra,43,49,36,,7,,0.8372093023255814,
87,PROLIA,non-meddra,26,49,5,,21,,0.19230769230769232,
88,PROLIA,negated,2,49,1,,1,,0.5,
89,PROLIA,discontinuous,8,49,0,,8,,0.0,
90,BLINCYTO,all,94,76,71,5.0,23,0.9342105263157895,0.7553191489361702,0.8352941176470589
91,BLINCYTO,exact-meddra,78,76,59,,19,,0.7564102564102564,
92,BLINCYTO,non-meddra,16,76,12,,4,,0.75,
93,BLINCYTO,negated,1,76,0,,1,,0.0,
94,BLINCYTO,discontinuous,1,76,0,,1,,0.0,
95,STENDRA,all,55,54,51,3.0,4,0.9444444444444444,0.9272727272727272,0.9357798165137615
96,STENDRA,exact-meddra,53,54,51,,2,,0.9622641509433962,
97,STENDRA,non-meddra,2,54,0,,2,,0.0,
98,STENDRA,negated,0,54,0,,0,,,
99,STENDRA,discontinuous,0,54,0,,0,,,
100,XIAFLEX,all,71,17,12,5.0,59,0.7058823529411765,0.16901408450704225,0.27272727272727276
101,XIAFLEX,exact-meddra,48,17,6,,42,,0.125,
102,XIAFLEX,non-meddra,23,17,6,,17,,0.2608695652173913,
103,XIAFLEX,negated,0,17,0,,0,,,
104,XIAFLEX,discontinuous,9,17,0,,9,,0.0,
105,XEOMIN,all,46,32,26,6.0,20,0.8125,0.5652173913043478,0.6666666666666667
106,XEOMIN,exact-meddra,40,32,24,,16,,0.6,
107,XEOMIN,non-meddra,6,32,2,,4,,0.3333333333333333,
108,XEOMIN,negated,1,32,1,,0,,1.0,
109,XEOMIN,discontinuous,5,32,0,,5,,0.0,
110,GILOTRIF,all,49,42,40,2.0,9,0.9523809523809523,0.8163265306122449,0.8791208791208791
111,GILOTRIF,exact-meddra,42,42,36,,6,,0.8571428571428571,
112,GILOTRIF,non-meddra,7,42,4,,3,,0.5714285714285714,
113,GILOTRIF,negated,0,42,0,,0,,,
114,GILOTRIF,discontinuous,1,42,1,,0,,1.0,
115,TREANDA,all,122,96,86,10.0,36,0.8958333333333334,0.7049180327868853,0.7889908256880733
116,TREANDA,exact-meddra,99,96,79,,20,,0.797979797979798,
117,TREANDA,non-meddra,23,96,7,,16,,0.30434782608695654,
118,TREANDA,negated,0,96,0,,0,,,
119,TREANDA,discontinuous,14,96,1,,13,,0.07142857142857142,
120,CHOLINE,all,1,2,1,1.0,0,0.5,1.0,0.6666666666666666
121,CHOLINE,exact-meddra,1,2,1,,0,,1.0,
122,CHOLINE,non-meddra,0,2,0,,0,,,
123,CHOLINE,negated,0,2,0,,0,,,
124,CHOLINE,discontinuous,0,2,0,,0,,,
125,ERWINAZE,all,29,27,20,7.0,9,0.7407407407407407,0.6896551724137931,0.7142857142857143
126,ERWINAZE,exact-meddra,19,27,16,,3,,0.8421052631578947,
127,ERWINAZE,non-meddra,10,27,4,,6,,0.4,
128,ERWINAZE,negated,3,27,1,,2,,0.3333333333333333,
129,ERWINAZE,discontinuous,4,27,0,,4,,0.0,
130,TRULICITY,all,48,37,23,14.0,25,0.6216216216216216,0.4791666666666667,0.5411764705882353
131,TRULICITY,exact-meddra,30,37,17,,13,,0.5666666666666667,
132,TRULICITY,non-meddra,18,37,6,,12,,0.3333333333333333,
133,TRULICITY,negated,0,37,0,,0,,,
134,TRULICITY,discontinuous,7,37,0,,7,,0.0,
135,ADREVIEW,all,11,10,7,3.0,4,0.7,0.6363636363636364,0.6666666666666666
136,ADREVIEW,exact-meddra,8,10,5,,3,,0.625,
137,ADREVIEW,non-meddra,3,10,2,,1,,0.6666666666666666,
138,ADREVIEW,negated,0,10,0,,0,,,
139,ADREVIEW,discontinuous,3,10,0,,3,,0.0,
140,DOTAREM,all,59,55,54,1.0,5,0.9818181818181818,0.9152542372881356,0.9473684210526316
141,DOTAREM,exact-meddra,54,55,49,,5,,0.9074074074074074,
142,DOTAREM,non-meddra,5,55,5,,0,,1.0,
143,DOTAREM,negated,1,55,1,,0,,1.0,
144,DOTAREM,discontinuous,4,55,0,,4,,0.0,
145,PRADAXA,all,58,25,19,6.0,39,0.76,0.3275862068965517,0.45783132530120474
146,PRADAXA,exact-meddra,35,25,18,,17,,0.5142857142857142,
147,PRADAXA,non-meddra,23,25,1,,22,,0.043478260869565216,
148,PRADAXA,negated,0,25,0,,0,,,
149,PRADAXA,discontinuous,8,25,0,,8,,0.0,
150,ELIQUIS,all,105,65,60,5.0,45,0.9230769230769231,0.5714285714285714,0.7058823529411765
151,ELIQUIS,exact-meddra,69,65,51,,18,,0.7391304347826086,
152,ELIQUIS,non-meddra,36,65,9,,27,,0.25,
153,ELIQUIS,negated,1,65,1,,0,,1.0,
154,ELIQUIS,discontinuous,15,65,5,,10,,0.3333333333333333,
155,ZERBAXA,all,48,46,42,4.0,6,0.9130434782608695,0.875,0.8936170212765957
156,ZERBAXA,exact-meddra,38,46,37,,1,,0.9736842105263158,
157,ZERBAXA,non-meddra,10,46,5,,5,,0.5,
158,ZERBAXA,negated,0,46,0,,0,,,
159,ZERBAXA,discontinuous,2,46,0,,2,,0.0,
160,FERRIPROX,all,85,11,10,1.0,75,0.9090909090909091,0.11764705882352941,0.20833333333333334
161,FERRIPROX,exact-meddra,80,11,8,,72,,0.1,
162,FERRIPROX,non-meddra,5,11,2,,3,,0.4,
163,FERRIPROX,negated,0,11,0,,0,,,
164,FERRIPROX,discontinuous,1,11,0,,1,,0.0,
165,DALVANCE,all,38,36,35,1.0,3,0.9722222222222222,0.9210526315789473,0.9459459459459458
166,DALVANCE,exact-meddra,33,36,33,,0,,1.0,
167,DALVANCE,non-meddra,5,36,2,,3,,0.4,
168,DALVANCE,negated,1,36,0,,1,,0.0,
169,DALVANCE,discontinuous,0,36,0,,0,,,
170,ARCAPTA,all,31,23,20,3.0,11,0.8695652173913043,0.6451612903225806,0.7407407407407407
171,ARCAPTA,exact-meddra,26,23,19,,7,,0.7307692307692307,
172,ARCAPTA,non-meddra,5,23,1,,4,,0.2,
173,ARCAPTA,negated,1,23,0,,1,,0.0,
174,ARCAPTA,discontinuous,0,23,0,,0,,,
175,CERDELGA,all,19,20,19,1.0,0,0.95,1.0,0.9743589743589743
176,CERDELGA,exact-meddra,18,20,18,,0,,1.0,
177,CERDELGA,non-meddra,1,20,1,,0,,1.0,
178,CERDELGA,negated,0,20,0,,0,,,
179,CERDELGA,discontinuous,0,20,0,,0,,,
180,GADAVIST,all,54,42,39,3.0,15,0.9285714285714286,0.7222222222222222,0.8125000000000001
181,GADAVIST,exact-meddra,49,42,37,,12,,0.7551020408163265,
182,GADAVIST,non-meddra,5,42,2,,3,,0.4,
183,GADAVIST,negated,0,42,0,,0,,,
184,GADAVIST,discontinuous,5,42,0,,5,,0.0,
185,ZYKADIA,all,72,39,34,5.0,38,0.8717948717948718,0.4722222222222222,0.6126126126126126
186,ZYKADIA,exact-meddra,59,39,30,,29,,0.5084745762711864,
187,ZYKADIA,non-meddra,13,39,4,,9,,0.3076923076923077,
188,ZYKADIA,negated,0,39,0,,0,,,
189,ZYKADIA,discontinuous,5,39,0,,5,,0.0,
190,XALKORI,all,80,43,39,4.0,41,0.9069767441860465,0.4875,0.6341463414634146
191,XALKORI,exact-meddra,61,43,34,,27,,0.5573770491803278,
192,XALKORI,non-meddra,19,43,5,,14,,0.2631578947368421,
193,XALKORI,negated,0,43,0,,0,,,
194,XALKORI,discontinuous,6,43,2,,4,,0.3333333333333333,
195,BEPREVE,all,10,10,8,2.0,2,0.8,0.8,0.8000000000000002
196,BEPREVE,exact-meddra,6,10,6,,0,,1.0,
197,BEPREVE,non-meddra,4,10,2,,2,,0.5,
198,BEPREVE,negated,0,10,0,,0,,,
199,BEPREVE,discontinuous,2,10,2,,0,,1.0,
200,EDARBI,all,25,13,11,2.0,14,0.8461538461538461,0.44,0.5789473684210525
201,EDARBI,exact-meddra,14,13,11,,3,,0.7857142857142857,
202,EDARBI,non-meddra,11,13,0,,11,,0.0,
203,EDARBI,negated,0,13,0,,0,,,
204,EDARBI,discontinuous,8,13,0,,8,,0.0,
205,POTIGA,all,66,66,61,5.0,5,0.9242424242424242,0.9242424242424242,0.9242424242424242
206,POTIGA,exact-meddra,59,66,56,,3,,0.9491525423728814,
207,POTIGA,non-meddra,7,66,5,,2,,0.7142857142857143,
208,POTIGA,negated,0,66,0,,0,,,
209,POTIGA,discontinuous,1,66,0,,1,,0.0,
210,TUDORZA,all,28,26,24,2.0,4,0.9230769230769231,0.8571428571428571,0.888888888888889
211,TUDORZA,exact-meddra,22,26,21,,1,,0.9545454545454546,
212,TUDORZA,non-meddra,6,26,3,,3,,0.5,
213,TUDORZA,negated,0,26,0,,0,,,
214,TUDORZA,discontinuous,2,26,0,,2,,0.0,
215,PROMACTA,all,66,46,43,3.0,23,0.9347826086956522,0.6515151515151515,0.7678571428571428
216,PROMACTA,exact-meddra,52,46,38,,14,,0.7307692307692307,
217,PROMACTA,non-meddra,14,46,5,,9,,0.35714285714285715,
218,PROMACTA,negated,0,46,0,,0,,,
219,PROMACTA,discontinuous,2,46,0,,2,,0.0,
220,INLYTA,all,79,67,65,2.0,14,0.9701492537313433,0.8227848101265823,0.8904109589041096
221,INLYTA,exact-meddra,66,67,62,,4,,0.9393939393939394,
222,INLYTA,non-meddra,13,67,3,,10,,0.23076923076923078,
223,INLYTA,negated,0,67,0,,0,,,
224,INLYTA,discontinuous,3,67,1,,2,,0.3333333333333333,
225,NORTHERA,all,15,12,8,4.0,7,0.6666666666666666,0.5333333333333333,0.5925925925925926
226,NORTHERA,exact-meddra,9,12,7,,2,,0.7777777777777778,
227,NORTHERA,non-meddra,6,12,1,,5,,0.16666666666666666,
228,NORTHERA,negated,0,12,0,,0,,,
229,NORTHERA,discontinuous,3,12,0,,3,,0.0,
230,JARDIANCE,all,61,19,14,5.0,47,0.7368421052631579,0.22950819672131148,0.35
231,JARDIANCE,exact-meddra,40,19,8,,32,,0.2,
232,JARDIANCE,non-meddra,21,19,6,,15,,0.2857142857142857,
233,JARDIANCE,negated,0,19,0,,0,,,
234,JARDIANCE,discontinuous,3,19,0,,3,,0.0,
235,FANAPT,all,131,9,8,1.0,123,0.8888888888888888,0.061068702290076333,0.11428571428571428
236,FANAPT,exact-meddra,125,9,8,,117,,0.064,
237,FANAPT,non-meddra,6,9,0,,6,,0.0,
238,FANAPT,negated,0,9,0,,0,,,
239,FANAPT,discontinuous,7,9,0,,7,,0.0,
240,TANZEUM,all,44,34,28,6.0,16,0.8235294117647058,0.6363636363636364,0.717948717948718
241,TANZEUM,exact-meddra,29,34,26,,3,,0.896551724137931,
242,TANZEUM,non-meddra,15,34,2,,13,,0.13333333333333333,
243,TANZEUM,negated,1,34,1,,0,,1.0,
244,TANZEUM,discontinuous,3,34,0,,3,,0.0,
245,EYLEA,all,25,24,23,1.0,2,0.9583333333333334,0.92,0.9387755102040817
246,EYLEA,exact-meddra,20,24,18,,2,,0.9,
247,EYLEA,non-meddra,5,24,5,,0,,1.0,
248,EYLEA,negated,0,24,0,,0,,,
249,EYLEA,discontinuous,0,24,0,,0,,,
250,JEVTANA,all,58,44,43,1.0,15,0.9772727272727273,0.7413793103448276,0.8431372549019609
251,JEVTANA,exact-meddra,43,44,38,,5,,0.8837209302325582,
252,JEVTANA,non-meddra,15,44,5,,10,,0.3333333333333333,
253,JEVTANA,negated,1,44,0,,1,,0.0,
254,JEVTANA,discontinuous,0,44,0,,0,,,
255,YERVOY,all,35,30,27,3.0,8,0.9,0.7714285714285715,0.8307692307692307
256,YERVOY,exact-meddra,25,30,19,,6,,0.76,
257,YERVOY,non-meddra,10,30,8,,2,,0.8,
258,YERVOY,negated,0,30,0,,0,,,
259,YERVOY,discontinuous,0,30,0,,0,,,
260,FARXIGA,all,86,62,56,6.0,30,0.9032258064516129,0.6511627906976745,0.7567567567567568
261,FARXIGA,exact-meddra,48,62,46,,2,,0.9583333333333334,
262,FARXIGA,non-meddra,38,62,10,,28,,0.2631578947368421,
263,FARXIGA,negated,0,62,0,,0,,,
264,FARXIGA,discontinuous,11,62,0,,11,,0.0,
265,PICATO,all,36,17,11,6.0,25,0.6470588235294118,0.3055555555555556,0.41509433962264153
266,PICATO,exact-meddra,19,17,10,,9,,0.5263157894736842,
267,PICATO,non-meddra,17,17,1,,16,,0.058823529411764705,
268,PICATO,negated,0,17,0,,0,,,
269,PICATO,discontinuous,18,17,0,,18,,0.0,
270,PRISTIQ,all,86,70,63,7.0,23,0.9,0.7325581395348837,0.8076923076923077
271,PRISTIQ,exact-meddra,66,70,57,,9,,0.8636363636363636,
272,PRISTIQ,non-meddra,20,70,6,,14,,0.3,
273,PRISTIQ,negated,0,70,0,,0,,,
274,PRISTIQ,discontinuous,9,70,0,,9,,0.0,
275,STRIBILD,all,99,69,61,8.0,38,0.8840579710144928,0.6161616161616161,0.7261904761904762
276,STRIBILD,exact-meddra,59,69,55,,4,,0.9322033898305084,
277,STRIBILD,non-meddra,40,69,6,,34,,0.15,
278,STRIBILD,negated,0,69,0,,0,,,
279,STRIBILD,discontinuous,18,69,1,,17,,0.05555555555555555,
280,NULOJIX,all,98,32,22,10.0,76,0.6875,0.22448979591836735,0.3384615384615384
281,NULOJIX,exact-meddra,67,32,17,,50,,0.2537313432835821,
282,NULOJIX,non-meddra,31,32,5,,26,,0.16129032258064516,
283,NULOJIX,negated,4,32,2,,2,,0.5,
284,NULOJIX,discontinuous,7,32,0,,7,,0.0,
285,LUMIZYME,all,84,26,23,3.0,61,0.8846153846153846,0.27380952380952384,0.41818181818181827
286,LUMIZYME,exact-meddra,72,26,22,,50,,0.3055555555555556,
287,LUMIZYME,non-meddra,12,26,1,,11,,0.08333333333333333,
288,LUMIZYME,negated,0,26,0,,0,,,
289,LUMIZYME,discontinuous,3,26,1,,2,,0.3333333333333333,
290,EOVIST,all,58,54,42,12.0,16,0.7777777777777778,0.7241379310344828,0.75
291,EOVIST,exact-meddra,49,54,40,,9,,0.8163265306122449,
292,EOVIST,non-meddra,9,54,2,,7,,0.2222222222222222,
293,EOVIST,negated,0,54,0,,0,,,
294,EOVIST,discontinuous,8,54,0,,8,,0.0,
295,BELEODAQ,all,37,36,35,1.0,2,0.9722222222222222,0.9459459459459459,0.9589041095890412
296,BELEODAQ,exact-meddra,32,36,31,,1,,0.96875,
297,BELEODAQ,non-meddra,5,36,4,,1,,0.8,
298,BELEODAQ,negated,0,36,0,,0,,,
299,BELEODAQ,discontinuous,0,36,0,,0,,,
300,VICTRELIS,all,47,40,35,5.0,12,0.875,0.7446808510638298,0.8045977011494252
301,VICTRELIS,exact-meddra,36,40,35,,1,,0.9722222222222222,
302,VICTRELIS,non-meddra,11,40,0,,11,,0.0,
303,VICTRELIS,negated,0,40,0,,0,,,
304,VICTRELIS,discontinuous,7,40,0,,7,,0.0,
305,VIMIZIM,all,9,10,9,1.0,0,0.9,1.0,0.9473684210526316
306,VIMIZIM,exact-meddra,8,10,8,,0,,1.0,
307,VIMIZIM,non-meddra,1,10,1,,0,,1.0,
308,VIMIZIM,negated,0,10,0,,0,,,
309,VIMIZIM,discontinuous,0,10,0,,0,,,
310,SIRTURO,all,18,14,13,1.0,5,0.9285714285714286,0.7222222222222222,0.8125000000000001
311,SIRTURO,exact-meddra,11,14,11,,0,,1.0,
312,SIRTURO,non-meddra,7,14,2,,5,,0.2857142857142857,
313,SIRTURO,negated,1,14,0,,1,,0.0,
314,SIRTURO,discontinuous,2,14,0,,2,,0.0,
315,NEURACEQ,all,6,4,1,3.0,5,0.25,0.16666666666666666,0.2
316,NEURACEQ,exact-meddra,5,4,1,,4,,0.2,
317,NEURACEQ,non-meddra,1,4,0,,1,,0.0,
318,NEURACEQ,negated,0,4,0,,0,,,
319,NEURACEQ,discontinuous,3,4,0,,3,,0.0,
320,COMETRIQ,all,72,55,54,1.0,18,0.9818181818181818,0.75,0.8503937007874015
321,COMETRIQ,exact-meddra,52,55,43,,9,,0.8269230769230769,
322,COMETRIQ,non-meddra,20,55,11,,9,,0.55,
323,COMETRIQ,negated,3,55,0,,3,,0.0,
324,COMETRIQ,discontinuous,2,55,0,,2,,0.0,
325,AFINITOR,all,221,55,50,5.0,171,0.9090909090909091,0.22624434389140272,0.36231884057971014
326,AFINITOR,exact-meddra,174,55,44,,130,,0.25287356321839083,
327,AFINITOR,non-meddra,47,55,6,,41,,0.1276595744680851,
328,AFINITOR,negated,1,55,1,,0,,1.0,
329,AFINITOR,discontinuous,18,55,0,,18,,0.0,
330,BREO,all,43,43,34,9.0,9,0.7906976744186046,0.7906976744186046,0.7906976744186046
331,BREO,exact-meddra,38,43,31,,7,,0.8157894736842105,
332,BREO,non-meddra,5,43,3,,2,,0.6,
333,BREO,negated,0,43,0,,0,,,
334,BREO,discontinuous,0,43,0,,0,,,
335,FIRAZYR,all,9,8,7,1.0,2,0.875,0.7777777777777778,0.823529411764706
336,FIRAZYR,exact-meddra,6,8,5,,1,,0.8333333333333334,
337,FIRAZYR,non-meddra,3,8,2,,1,,0.6666666666666666,
338,FIRAZYR,negated,0,8,0,,0,,,
339,FIRAZYR,discontinuous,0,8,0,,0,,,
340,INVOKANA,all,89,32,24,8.0,65,0.75,0.2696629213483146,0.39669421487603307
341,INVOKANA,exact-meddra,34,32,9,,25,,0.2647058823529412,
342,INVOKANA,non-meddra,55,32,15,,40,,0.2727272727272727,
343,INVOKANA,negated,0,32,0,,0,,,
344,INVOKANA,discontinuous,16,32,2,,14,,0.125,
345,VORAXAZE,all,22,13,7,6.0,15,0.5384615384615384,0.3181818181818182,0.39999999999999997
346,VORAXAZE,exact-meddra,17,13,5,,12,,0.29411764705882354,
347,VORAXAZE,non-meddra,5,13,2,,3,,0.4,
348,VORAXAZE,negated,0,13,0,,0,,,
349,VORAXAZE,discontinuous,0,13,0,,0,,,
350,NESINA,all,18,17,14,3.0,4,0.8235294117647058,0.7777777777777778,0.7999999999999999
351,NESINA,exact-meddra,14,17,12,,2,,0.8571428571428571,
352,NESINA,non-meddra,4,17,2,,2,,0.5,
353,NESINA,negated,0,17,0,,0,,,
354,NESINA,discontinuous,0,17,0,,0,,,
355,GILENYA,all,48,46,43,3.0,5,0.9347826086956522,0.8958333333333334,0.9148936170212766
356,GILENYA,exact-meddra,36,46,35,,1,,0.9722222222222222,
357,GILENYA,non-meddra,12,46,8,,4,,0.6666666666666666,
358,GILENYA,negated,0,46,0,,0,,,
359,GILENYA,discontinuous,4,46,1,,3,,0.25,
360,HALAVEN,all,62,9,7,2.0,55,0.7777777777777778,0.11290322580645161,0.19718309859154928
361,HALAVEN,exact-meddra,54,9,6,,48,,0.1111111111111111,
362,HALAVEN,non-meddra,8,9,1,,7,,0.125,
363,HALAVEN,negated,0,9,0,,0,,,
364,HALAVEN,discontinuous,1,9,0,,1,,0.0,
365,INTELENCE,all,77,9,6,3.0,71,0.6666666666666666,0.07792207792207792,0.13953488372093023
366,INTELENCE,exact-meddra,64,9,4,,60,,0.0625,
367,INTELENCE,non-meddra,13,9,2,,11,,0.15384615384615385,
368,INTELENCE,negated,0,9,0,,0,,,
369,INTELENCE,discontinuous,7,9,0,,7,,0.0,
370,AMYVID,all,23,18,18,0.0,5,1.0,0.782608695652174,0.878048780487805
371,AMYVID,exact-meddra,22,18,17,,5,,0.7727272727272727,
372,AMYVID,non-meddra,1,18,1,,0,,1.0,
373,AMYVID,negated,0,18,0,,0,,,
374,AMYVID,discontinuous,0,18,0,,0,,,
375,ULESFIA,all,17,16,14,2.0,3,0.875,0.8235294117647058,0.8484848484848485
376,ULESFIA,exact-meddra,16,16,13,,3,,0.8125,
377,ULESFIA,non-meddra,1,16,1,,0,,1.0,
378,ULESFIA,negated,0,16,0,,0,,,
379,ULESFIA,discontinuous,1,16,1,,0,,1.0,
380,OTEZLA,all,30,25,24,1.0,6,0.96,0.8,0.8727272727272728
381,OTEZLA,exact-meddra,26,25,23,,3,,0.8846153846153846,
382,OTEZLA,non-meddra,4,25,1,,3,,0.25,
383,OTEZLA,negated,0,25,0,,0,,,
384,OTEZLA,discontinuous,0,25,0,,0,,,
385,ILARIS,all,50,36,24,12.0,26,0.6666666666666666,0.48,0.5581395348837209
386,ILARIS,exact-meddra,28,36,20,,8,,0.7142857142857143,
387,ILARIS,non-meddra,22,36,4,,18,,0.18181818181818182,
388,ILARIS,negated,1,36,0,,1,,0.0,
389,ILARIS,discontinuous,9,36,0,,9,,0.0,
390,NATAZIA,all,59,40,37,3.0,22,0.925,0.6271186440677966,0.7474747474747475
391,NATAZIA,exact-meddra,43,40,24,,19,,0.5581395348837209,
392,NATAZIA,non-meddra,16,40,13,,3,,0.8125,
393,NATAZIA,negated,0,40,0,,0,,,
394,NATAZIA,discontinuous,4,40,2,,2,,0.5,
395,DIFICID,all,25,7,6,1.0,19,0.8571428571428571,0.24,0.375
396,DIFICID,exact-meddra,20,7,6,,14,,0.3,
397,DIFICID,non-meddra,5,7,0,,5,,0.0,
398,DIFICID,negated,0,7,0,,0,,,
399,DIFICID,discontinuous,0,7,0,,0,,,
400,ONFI,all,54,52,44,8.0,10,0.8461538461538461,0.8148148148148148,0.830188679245283
401,ONFI,exact-meddra,48,52,42,,6,,0.875,
402,ONFI,non-meddra,6,52,2,,4,,0.3333333333333333,
403,ONFI,negated,0,52,0,,0,,,
404,ONFI,discontinuous,3,52,0,,3,,0.0,
405,TECFIDERA,all,22,18,16,2.0,6,0.8888888888888888,0.7272727272727273,0.7999999999999999
406,TECFIDERA,exact-meddra,15,18,15,,0,,1.0,
407,TECFIDERA,non-meddra,7,18,1,,6,,0.14285714285714285,
408,TECFIDERA,negated,0,18,0,,0,,,
409,TECFIDERA,discontinuous,1,18,0,,1,,0.0,
410,DYSPORT,all,84,65,58,7.0,26,0.8923076923076924,0.6904761904761905,0.7785234899328859
411,DYSPORT,exact-meddra,70,65,51,,19,,0.7285714285714285,
412,DYSPORT,non-meddra,14,65,7,,7,,0.5,
413,DYSPORT,negated,0,65,0,,0,,,
